Y,onpromotion,htype,locale,locale_name,transferred,f2,date,dcoilwtico,f3,tid,transactions,f5,store_nbr,city,state,stype,cluster,f4,item_nbr,family,class,perishable,f1,unit_sales
-1302.5262944813949,0,4,2,15,1,534,1568,3,437,77385,9,734,43,18,12,0,4,413,1163,8,131,1,201,4.0
-8929.974911103525,0,4,2,15,1,686,1249,3,532,60669,2,179,4,21,14,3,3,552,856,12,39,0,561,3.0
1385.0596359486217,0,4,2,15,1,247,1064,1,212,50952,1,545,38,3,0,1,5,243,3392,15,285,0,973,1.0
-3360.531625971935,0,4,2,15,1,585,1481,4,980,72773,5,883,44,18,12,0,10,295,268,12,39,0,739,4.0
-3317.145495096217,2,4,2,15,1,888,403,8,449,18716,1,750,16,18,12,2,11,667,1978,8,143,1,670,6.0
-3877.387713169996,0,4,2,15,1,322,716,5,367,33508,3,496,36,3,0,3,1,565,264,12,19,0,993,1.0
-2248.356769361513,0,4,2,15,1,706,914,4,233,43132,4,903,8,18,12,1,5,960,1949,28,163,1,806,7.328999999999998
-5788.95142005729,0,4,2,15,1,216,1135,0,592,54662,3,51,37,12,8,3,3,115,3609,12,19,0,984,5.0
-5468.621782769247,0,4,2,15,1,564,624,6,542,29090,0,21,34,15,6,2,2,100,31,7,228,0,850,1.0
-4573.513500425751,0,0,1,4,0,790,1449,4,568,71108,6,274,23,8,6,3,0,166,4,5,183,1,538,7.0
-3115.389801845554,0,4,2,15,1,358,983,1,386,46691,8,406,45,18,12,0,13,282,339,7,220,0,38,2.0
-13250.508858064131,1,4,2,15,1,793,1522,4,717,74931,0,176,29,8,6,2,2,829,524,5,182,1,887,10.0
-1921.8752125975493,2,4,2,15,1,125,379,6,30,17575,2,658,3,18,12,3,8,847,368,12,0,0,681,1.0
-1224.8732595332167,0,4,2,15,1,252,1028,2,230,49034,0,978,28,8,6,4,9,879,3015,30,116,1,142,6.0
-7538.742839670725,1,4,2,15,1,924,1254,3,614,60963,3,465,33,8,6,1,5,644,1445,12,46,0,911,2.0
-4123.94404909263,0,4,2,15,1,946,1598,4,122,79012,2,308,50,8,6,0,16,604,803,12,2,0,580,10.0
1074.4578789376428,0,4,2,15,1,960,926,4,626,43764,7,971,44,18,12,0,10,295,1041,5,182,1,639,17.0
-11765.44760842991,2,4,2,15,1,327,63,6,841,2872,1,280,22,0,15,3,8,663,283,12,61,0,990,3.0
-4522.062864717421,1,5,1,4,0,118,1239,3,789,60178,8,751,43,18,12,0,4,413,1225,28,162,1,317,25.08
-12071.92216337017,0,4,2,15,1,204,1356,2,671,66315,4,465,48,18,12,0,10,967,1061,8,123,1,180,10.0
-5841.656298030158,0,4,2,15,1,812,806,2,233,37809,1,219,27,8,6,4,9,587,1303,12,39,0,646,2.0
-6329.705639658988,0,4,2,15,1,217,1338,1,334,65389,1,139,40,13,4,3,3,476,1154,25,243,0,773,3.0
-2816.54737341718,0,4,2,15,1,473,924,4,369,43663,6,522,43,18,12,0,4,413,764,12,26,0,282,4.0
-5649.784086994626,0,4,2,15,1,670,1112,0,972,53411,2,419,5,18,12,3,12,18,1496,12,0,0,591,1.0
-9599.273546799825,2,3,0,21,0,720,183,8,745,8442,2,72,14,9,7,2,14,262,1657,9,167,1,17,27.0
-7620.722288118958,0,4,2,15,1,911,1461,5,714,71696,1,572,27,8,6,4,9,587,1838,25,244,0,140,2.0
-10913.920296431545,0,4,2,15,1,187,1031,2,373,49168,2,139,3,18,12,3,8,847,892,5,188,1,289,2.0
5995.907678469833,0,4,2,15,1,17,476,8,134,22136,1,985,14,9,7,2,14,262,18,7,232,0,157,6.0
-11689.682178960393,0,4,2,15,1,888,1145,0,976,55190,1,793,35,11,6,4,9,959,1346,22,102,0,13,6.0
-8397.28935612975,0,4,2,15,1,220,1173,1,593,56662,1,123,24,20,13,3,0,370,2070,12,14,0,371,1.0
-3423.56854323236,0,4,2,15,1,760,1473,4,400,72351,5,143,46,18,12,0,13,65,726,24,156,1,193,3.392
-4918.42220853206,0,4,2,15,1,50,1583,2,404,78185,3,537,33,8,6,1,5,644,1524,12,5,0,686,2.0
-3240.413479062162,0,3,0,11,0,519,1407,1,541,68928,6,522,44,18,12,0,10,295,3357,12,32,0,398,10.0
-1094.9927247968942,0,4,2,15,1,852,724,5,244,33895,1,190,39,13,4,2,2,57,2768,30,111,1,467,3.0
-8520.027333500459,0,4,2,15,1,22,1010,3,992,48069,1,434,17,18,12,1,15,301,1964,28,163,1,603,0.698
-2317.9254690905263,0,4,2,15,1,829,1580,2,968,78036,6,791,46,18,12,0,13,65,1874,25,248,0,387,4.0
-3881.536126435487,0,4,2,15,1,252,1028,2,230,49009,2,715,3,18,12,3,8,847,2552,3,67,0,101,3.0
-13949.19792500967,1,4,2,15,1,288,785,3,812,36758,2,237,3,18,12,3,8,847,2012,10,166,1,763,11.0
-2347.1227884475893,0,4,2,15,1,203,1286,1,16,62671,4,56,45,18,12,0,13,282,584,7,210,0,300,3.0
5568.074384035421,0,4,2,15,1,903,1497,5,250,73614,1,859,37,12,8,3,3,115,1243,3,71,0,836,2.0
-6721.395385628298,0,4,2,15,1,527,618,6,299,28816,4,127,49,0,15,0,13,496,178,3,70,0,332,9.0
-5255.333211542971,0,4,2,15,1,256,1634,1,672,80915,0,982,9,18,12,2,14,920,43,12,36,0,896,2.0
4688.731829846323,0,4,2,15,1,207,1477,4,458,72563,8,934,46,18,12,0,13,65,3145,12,9,0,695,25.0
-3788.2451495850232,0,4,2,15,1,725,1532,3,375,75472,1,454,40,13,4,3,3,476,257,8,131,1,705,1.0
1373.573768357006,0,4,2,15,1,415,1439,4,268,70575,1,576,20,21,14,1,5,150,418,12,37,0,263,1.0
-7272.905814242256,0,4,2,15,1,392,1484,4,558,72918,2,619,30,1,9,1,9,824,2481,12,47,0,798,21.0
-6245.236007389122,2,4,2,15,1,834,278,9,724,12912,8,750,47,18,12,0,13,639,512,12,61,0,212,25.0
-6502.679105719628,0,3,1,4,2,11,1678,3,71,83323,1,215,41,3,0,3,1,797,3229,9,174,1,508,5.0
-145.6966987040205,0,4,2,15,1,519,630,6,366,29381,2,471,37,12,8,3,3,115,1933,28,163,1,473,8.609
-6104.481973939076,2,4,2,15,1,195,89,7,131,4067,1,391,18,7,1,2,14,838,1428,12,11,0,211,5.0
4218.11633729013,0,4,2,15,1,261,502,8,30,23356,5,747,44,18,12,0,10,295,1439,7,220,0,330,7.0
-13262.03839462958,1,3,1,4,0,108,1213,1,905,58797,2,30,40,13,4,3,3,476,468,3,71,0,394,6.0
-7979.112180581714,0,4,2,15,1,74,1116,0,395,53643,0,219,25,8,6,3,9,583,2665,3,67,0,92,2.0
-6241.814372383002,0,4,2,15,1,166,887,5,557,41820,4,425,49,0,15,0,13,496,2905,30,117,1,570,17.656
4536.0046264103785,1,4,2,15,1,954,1230,3,168,59675,1,847,17,18,12,1,15,301,52,3,70,0,978,5.0
-2873.20279922753,0,4,2,15,1,619,989,2,184,46993,2,793,35,11,6,4,9,959,2984,30,107,1,910,5.325
-3434.095413515812,0,4,2,15,1,755,1655,2,657,82065,0,829,25,8,6,3,9,583,651,12,56,0,919,1.0
-5061.43598920469,0,3,1,4,0,343,1374,3,537,67232,7,669,47,18,12,0,13,639,2478,18,240,0,411,15.0
-7999.320360839681,2,4,2,15,1,801,46,7,531,2077,2,640,6,18,12,3,7,926,814,12,2,0,595,4.0
-1373.3855512609762,0,4,2,15,1,807,1185,0,473,57297,1,654,24,20,13,3,0,370,2590,3,77,0,930,4.0
1168.650705794198,0,4,2,15,1,187,1031,2,373,49170,3,493,5,18,12,3,12,18,570,5,185,1,661,4.0
-11255.298997596812,0,4,2,15,1,847,1256,3,605,61063,1,55,27,8,6,4,9,587,2096,7,218,0,337,3.0
2200.26289306981,0,4,2,15,1,593,1326,2,129,64746,4,786,7,18,12,3,7,470,401,12,46,0,621,1.0
-8595.452242581812,0,4,2,15,1,269,478,8,154,22259,0,245,53,5,10,2,2,955,979,25,246,0,542,1.0
-5111.421365494164,0,4,2,15,1,992,1240,3,188,60201,2,596,13,19,2,2,6,915,1952,28,163,1,414,6.762
-3532.772804513771,0,4,2,15,1,42,1155,0,926,55697,1,808,12,10,3,2,14,228,1531,7,226,0,198,2.0
-9618.13207367724,0,4,2,15,1,389,1476,4,974,72471,4,474,7,18,12,3,7,470,243,7,223,0,600,11.0
-5577.436625106953,0,4,2,15,1,728,1234,3,640,59911,1,834,41,3,0,3,1,797,152,12,46,0,690,1.0
-3300.037734853277,0,4,2,15,1,18,604,8,359,28134,0,650,25,8,6,3,9,583,771,12,18,0,42,1.0
-9088.513775851396,0,4,2,15,1,879,466,9,694,21685,1,367,27,8,6,4,9,587,281,12,29,0,585,5.0
3861.960084159634,1,4,2,15,1,457,1440,4,106,70632,0,841,24,20,13,3,0,370,1466,3,70,0,442,1.0
-8692.923446172585,0,4,2,15,1,634,1467,4,708,71994,4,343,7,18,12,3,7,470,2413,18,240,0,189,2.0
-4282.3197345567,1,4,2,15,1,255,1663,3,256,82475,1,678,3,18,12,3,8,847,3825,12,63,0,363,11.0
963.093621938062,0,4,2,15,1,383,1544,3,265,76108,1,855,40,13,4,3,3,476,234,12,9,0,37,8.0
-7128.115708002635,2,4,2,15,1,294,40,7,959,1812,0,509,17,18,12,1,15,301,524,5,182,1,887,1.0
-6651.6339043892085,2,4,2,15,1,194,250,9,279,11564,5,388,10,2,12,1,5,790,991,7,218,0,694,4.0
-6975.138897272933,0,2,1,4,0,56,1424,2,332,69807,7,11,43,18,12,0,4,413,2713,25,246,0,431,4.0
-6933.08832329843,2,4,2,15,1,984,373,6,121,17336,0,413,53,5,10,2,2,955,1156,9,168,1,228,5.0
-3225.1023893270217,0,4,2,15,1,527,1340,1,161,65502,1,134,52,14,10,3,12,276,2730,30,117,1,189,35.809
-4966.366580830591,0,4,2,15,1,808,1422,2,957,69663,6,937,2,18,12,3,7,508,3632,12,54,0,424,2.0
-1700.07376494271,0,4,2,15,1,256,1634,1,672,80926,1,614,20,21,14,1,5,150,1815,12,28,0,825,13.0
-187.0418839789,0,4,2,15,1,689,1074,0,377,51460,2,951,16,18,12,2,11,667,2385,12,26,0,835,5.0
-8772.878966204826,0,4,2,15,1,564,624,6,542,29092,2,235,36,3,0,3,1,565,86,7,232,0,437,1.0
1856.8897370683508,0,4,2,15,1,981,1489,4,430,73192,2,683,39,13,4,2,2,57,3730,3,71,0,286,2.0
-7477.5858661536495,0,4,2,15,1,89,546,9,777,25409,2,288,38,3,0,1,5,243,1912,8,137,1,363,3.0
-2445.7248273878017,0,4,2,15,1,993,1644,1,140,81470,1,301,24,20,13,3,0,370,2930,30,113,1,166,4.0
-13059.588631253606,0,4,2,15,1,490,881,5,498,41500,1,57,28,8,6,4,9,879,746,24,156,1,369,22.169
-3067.285810491424,1,4,2,15,1,573,930,3,438,43969,3,626,49,0,15,0,13,496,2973,30,107,1,448,7.0
-7526.873818444842,2,4,2,15,1,499,311,7,626,14432,1,653,11,10,3,2,14,802,222,12,21,0,638,6.0
-4578.876430271072,0,4,2,15,1,796,1529,2,953,75293,1,634,20,21,14,1,5,150,1128,7,230,0,540,4.0
-8331.467485323594,1,4,2,15,1,126,999,1,522,47525,3,322,47,18,12,0,13,639,2850,6,271,0,589,1.0
-936.0318467897788,0,4,2,15,1,205,1385,4,680,67770,3,696,23,8,6,3,0,166,2086,12,63,0,944,2.0
-1789.722308347711,0,4,2,15,1,210,968,2,365,45892,2,919,26,4,6,3,0,760,87,8,131,1,406,8.0
-8095.783219227293,0,4,2,15,1,721,1095,0,551,52552,0,430,47,18,12,0,13,639,191,7,219,0,33,11.0
-9129.631966229435,0,4,2,15,1,283,1469,4,975,72112,1,269,19,18,12,1,5,235,2558,3,68,0,791,11.0
-4208.04992437603,0,4,2,15,1,118,1267,2,640,61635,1,858,16,18,12,2,11,667,3216,3,65,0,494,3.0
-2721.8669544301,0,4,2,15,1,900,1111,0,180,53373,0,82,20,21,14,1,5,150,1100,7,228,0,47,3.0
2925.378462530951,0,3,3,2,0,70,454,8,397,21098,3,739,1,18,12,3,12,75,688,7,219,0,597,3.0
-3716.9935931875607,0,4,2,15,1,140,946,1,395,44742,2,40,5,18,12,3,12,18,1342,8,132,1,193,2.0
-10499.32510177194,1,3,0,6,0,521,1309,1,716,63893,5,593,48,18,12,0,10,967,2312,9,169,1,859,16.0
-2347.3903809751373,1,4,2,15,1,318,1159,0,894,55917,0,821,20,21,14,1,5,150,1074,3,71,0,136,19.0
1571.3289020890645,0,4,2,15,1,438,696,5,260,32528,1,656,12,10,3,2,14,228,1343,3,70,0,304,30.0
4838.654883976494,0,4,2,15,1,272,1150,0,231,55437,1,942,17,18,12,1,15,301,614,9,168,1,844,9.0
-10725.61069882996,0,4,2,15,1,455,1003,2,493,47693,2,381,6,18,12,3,7,926,2730,30,117,1,189,94.507
1240.2404811472452,0,1,1,4,0,478,722,5,97,33791,0,717,31,8,6,2,2,555,1538,12,24,0,950,1.0
3007.2580941560605,0,4,2,15,1,393,1144,0,232,55114,1,702,12,10,3,2,14,228,1514,12,14,0,961,1.0
-5081.890071556412,0,4,2,15,1,804,875,5,44,41219,4,486,48,18,12,0,10,967,368,12,0,0,681,3.0
-2838.58947881242,0,4,2,15,1,967,1100,0,1,52819,5,213,49,0,15,0,13,496,162,7,227,0,474,7.0
-13176.161163045086,0,4,2,15,1,543,1498,4,718,73660,2,231,30,1,9,1,9,824,3332,8,143,1,421,1.0
-7850.64290850771,0,3,3,20,0,75,674,5,298,31484,1,83,27,8,6,4,9,587,2252,15,276,0,464,3.0
-1306.4897182256136,0,4,2,15,1,764,1311,1,884,63988,2,818,37,12,8,3,3,115,2708,26,314,0,759,2.0
-13425.104119385553,0,4,2,15,1,862,1331,2,813,65003,1,348,9,18,12,2,14,920,830,9,169,1,957,1.0
-1061.2416305459974,0,4,2,15,1,375,921,4,907,43521,0,986,52,14,10,3,12,276,947,12,25,0,954,2.0
-758.4309478034504,0,4,2,15,1,546,1252,4,69,60875,1,245,52,14,10,3,12,276,1943,28,163,1,738,0.956
-904.5990282725828,0,4,2,15,1,430,916,4,352,43266,7,297,46,18,12,0,13,65,225,7,227,0,817,6.0
1527.2053095710162,2,5,1,4,0,497,283,8,299,13144,6,706,44,18,12,0,10,295,835,9,172,1,777,6.0
-2727.032653180873,1,4,2,15,1,138,1619,2,363,80140,6,390,44,18,12,0,10,295,1977,8,143,1,489,10.0
-267.3133430438047,0,4,2,15,1,864,833,5,253,39132,1,877,16,18,12,2,11,667,1923,8,141,1,349,6.0
-930.7154891818382,0,4,2,15,1,110,1076,0,541,51593,8,837,43,18,12,0,4,413,322,12,46,0,476,18.0
-5331.552599081831,0,4,2,15,1,851,1466,4,492,71972,1,146,38,3,0,1,5,243,949,7,220,0,959,5.0
1759.9844955730605,0,3,0,7,0,913,1406,1,194,68868,1,914,36,3,0,3,1,565,3441,3,72,0,350,1.0
2982.9995778951225,2,4,2,15,1,356,366,6,27,16994,2,455,37,12,8,3,3,115,927,7,227,0,377,3.0
2790.9410665602227,0,4,2,15,1,415,1439,4,268,70556,2,631,1,18,12,3,12,75,36,12,2,0,343,4.0
-8182.886856206377,2,4,2,15,1,493,190,9,284,8796,3,92,47,18,12,0,13,639,1324,12,59,0,438,13.0
-2333.187531889115,2,3,1,4,2,184,281,8,145,13051,4,191,45,18,12,0,13,282,73,5,181,1,482,6.0
-6011.300463851659,0,0,1,4,0,489,1086,0,994,52129,7,832,49,0,15,0,13,496,363,12,24,0,809,15.0
-3653.8794535136494,0,3,0,8,2,407,1298,1,185,63271,0,733,9,18,12,2,14,920,1495,12,23,0,411,1.0
3249.430904707423,0,4,2,15,1,329,1508,5,16,74167,4,758,7,18,12,3,7,470,553,9,172,1,850,3.0
-2675.309676537103,0,2,1,4,0,415,1212,2,350,58707,2,917,3,18,12,3,8,847,2999,30,110,1,262,25.007
-5049.27548614688,0,4,2,15,1,423,1347,2,1,65835,1,1,27,8,6,4,9,587,3181,5,182,1,822,4.0
-10165.724844544096,0,4,2,15,1,402,851,5,655,40014,1,353,16,18,12,2,11,667,665,12,9,0,58,4.0
472.20449000801455,0,4,2,15,1,620,573,9,193,26662,0,436,12,10,3,2,14,228,1955,28,163,1,850,55.452
-13277.780409508416,0,3,0,9,0,915,1363,2,574,66654,1,27,30,1,9,1,9,824,486,12,16,0,564,2.0
512.4592536440814,0,2,1,4,0,565,1220,1,518,59171,8,962,43,18,12,0,4,413,2177,12,28,0,280,2.0
-1159.9166912993658,1,4,2,15,1,552,1586,2,205,78356,1,55,42,6,5,4,9,33,1976,8,142,1,893,3.0
-5725.23707177777,0,4,2,15,1,740,711,5,766,33255,1,869,22,0,15,3,8,663,163,7,228,0,71,1.0
-6688.52947668655,2,4,2,15,1,143,406,8,810,18880,6,433,44,18,12,0,10,295,1716,11,146,0,562,4.0
-1408.9809474128506,0,4,2,15,1,261,1594,3,456,78758,0,525,12,10,3,2,14,228,3277,3,76,0,679,2.0
-8354.732110063745,0,4,2,15,1,247,1064,1,212,50923,1,301,9,18,12,2,14,920,1651,12,16,0,479,22.0
-3235.619662389517,2,3,1,4,0,754,306,7,832,14230,4,969,49,0,15,0,13,496,1721,12,51,0,422,3.0
-1074.135771188528,0,4,2,15,1,747,814,3,162,38223,1,82,42,6,5,4,9,33,397,12,26,0,345,20.0
7517.367259783895,0,4,2,15,1,544,908,5,10,42867,5,769,46,18,12,0,13,65,1989,3,70,0,886,2.0
-1033.5921997917976,0,4,2,15,1,851,1466,4,492,71977,7,795,43,18,12,0,4,413,2420,18,238,0,347,4.0
455.2687478699813,0,4,2,15,1,571,845,5,157,39723,1,432,19,18,12,1,5,235,535,7,228,0,584,7.0
-10338.584498373766,0,4,2,15,1,74,1002,2,452,47644,0,358,9,18,12,2,14,920,2106,12,26,0,338,4.0
-3867.160540786268,0,2,1,4,0,535,1228,2,788,59588,1,909,36,3,0,3,1,565,1310,12,39,0,720,7.0
-7882.799192821471,0,4,2,15,1,895,1113,0,548,53472,1,662,13,19,2,2,6,915,2841,6,271,0,534,3.0
-7274.549441287638,0,4,2,15,1,293,1645,1,820,81518,2,859,18,7,1,2,14,838,1638,7,231,0,925,2.0
-3494.021268866827,0,4,2,15,1,697,1177,0,12,56859,4,429,10,2,12,1,5,790,2107,12,26,0,765,4.0
-5221.832716786576,0,4,2,15,1,18,1106,0,274,53131,8,158,43,18,12,0,4,413,3756,12,21,0,490,46.0
-6771.501033920925,0,4,2,15,1,986,938,3,720,44348,2,289,19,18,12,1,5,235,168,12,26,0,406,7.0
-8205.58750318759,0,2,1,4,0,296,1590,3,796,78548,1,835,18,7,1,2,14,838,2010,8,129,1,22,3.0
-6485.617545929718,2,4,2,15,1,596,446,8,378,20730,1,653,9,18,12,2,14,920,866,12,26,0,379,12.0
-3448.236757194003,0,4,2,15,1,900,1284,1,278,62539,1,114,19,18,12,1,5,235,137,12,5,0,893,2.0
5286.050882179316,0,4,2,15,1,369,1147,0,70,55273,0,793,12,10,3,2,14,228,1045,9,172,1,620,3.0
899.1740330807788,0,4,2,15,1,958,1317,1,51,64305,1,688,36,3,0,3,1,565,486,12,16,0,564,3.0
-8642.351963626745,0,4,2,15,1,287,752,1,278,35168,1,196,11,10,3,2,14,802,998,3,70,0,657,6.0
-5245.898726707808,0,4,2,15,1,764,1311,1,884,63952,3,455,1,18,12,3,12,75,2041,12,14,0,317,2.0
950.098876152515,2,4,2,15,1,994,398,7,309,18470,2,421,5,18,12,3,12,18,1128,7,230,0,540,18.0
-9211.018559712997,0,4,2,15,1,543,1262,3,233,61402,5,258,48,18,12,0,10,967,3158,25,243,0,713,10.0
-16132.97709489522,0,2,1,4,0,19,1215,1,719,58863,2,61,0,18,12,3,12,993,1935,28,163,1,621,7.554999999999999
-6637.7867551548725,0,4,2,15,1,759,578,8,211,26898,4,469,8,18,12,1,5,960,765,12,8,0,901,20.0
-177.1896488186212,0,4,2,15,1,282,1163,0,128,56147,2,368,38,3,0,1,5,243,1548,12,32,0,388,4.0
-4303.44547376592,0,4,2,15,1,542,1628,1,984,80601,1,814,19,18,12,1,5,235,2102,25,243,0,7,5.0
3843.661259754165,0,4,2,15,1,727,664,6,51,31019,5,707,44,18,12,0,10,295,2548,3,65,0,602,15.0
-16503.509181371075,0,4,2,15,1,877,540,9,855,25102,2,146,8,18,12,1,5,960,456,5,182,1,587,5.0
-9076.62893550304,2,4,2,15,1,92,215,9,426,9924,1,224,15,21,14,2,2,667,419,7,220,0,98,11.0
-3380.67589680068,1,4,2,15,1,760,1473,4,400,72347,1,80,42,6,5,4,9,33,799,7,220,0,434,4.0
-1532.4311695766755,0,4,2,15,1,733,843,5,447,39623,1,617,17,18,12,1,15,301,672,12,16,0,219,6.0
-7891.42657374669,1,4,2,15,1,545,714,5,593,33401,1,119,24,20,13,3,0,370,3001,30,111,1,909,1.735
-900.7219378389872,0,4,2,15,1,698,1570,3,721,77488,1,862,38,3,0,1,5,243,3466,12,9,0,324,6.0
-7861.835303256182,0,4,2,15,1,554,794,3,385,37244,1,543,53,5,10,2,2,955,2147,7,213,0,596,26.0
-7119.796980147808,0,4,2,15,1,122,780,3,310,36536,0,477,29,8,6,2,2,829,350,12,19,0,19,2.0
-4010.303445628424,0,4,2,15,1,808,1422,2,957,69703,9,934,43,18,12,0,4,413,2392,5,186,1,464,6.0
-8198.313899119436,2,4,2,15,1,795,407,8,943,18930,5,755,47,18,12,0,13,639,468,3,71,0,394,7.0
3040.5236822401985,0,4,2,15,1,768,1615,2,525,79885,2,846,5,18,12,3,12,18,1619,3,69,0,234,23.0
-9462.338839064949,0,3,0,13,0,239,705,5,662,32956,3,629,8,18,12,1,5,960,1698,0,317,0,902,2.0
2450.455005202606,0,4,2,15,1,960,612,6,560,28490,3,823,1,18,12,3,12,75,985,7,233,0,820,4.0
-18109.75664194182,0,4,2,15,1,575,733,3,981,34292,0,59,53,5,10,2,2,955,1082,12,8,0,894,1.0
-2850.904719778937,0,4,2,15,1,57,1270,2,161,61802,0,271,24,20,13,3,0,370,3746,12,38,0,263,2.0
-5801.389253699406,0,4,2,15,1,340,1339,1,91,65410,3,446,8,18,12,1,5,960,2650,3,85,0,775,12.0
-1745.4509322951062,0,4,2,15,1,296,726,5,365,34000,6,717,49,0,15,0,13,496,2605,3,79,0,55,37.0
-4542.450447221214,1,4,2,15,1,891,1618,2,900,80080,2,637,38,3,0,1,5,243,2086,12,63,0,944,11.0
-2825.70757895544,0,4,2,15,1,61,757,3,491,35413,1,813,16,18,12,2,11,667,159,12,64,0,889,7.0
-9148.303270555063,0,4,2,15,1,917,1631,1,283,80770,2,134,26,4,6,3,0,760,309,3,71,0,325,2.0
-8678.020759894964,0,4,2,15,1,199,997,1,869,47386,1,771,11,10,3,2,14,802,484,7,223,0,630,6.0
-859.9243140495491,0,4,2,15,1,73,1158,0,484,55891,4,955,47,18,12,0,13,639,145,12,51,0,910,4.0
-9301.94937780578,0,4,2,15,1,274,899,5,778,42405,3,490,33,8,6,1,5,644,98,3,71,0,531,15.0
-350.03963731638305,0,3,0,13,0,831,1434,4,318,70294,1,802,4,21,14,3,3,552,3271,3,76,0,603,1.0
-4329.202880501552,0,4,2,15,1,302,1412,2,858,69144,3,511,1,18,12,3,12,75,247,12,16,0,395,4.0
-5438.341208589025,0,4,2,15,1,121,1063,0,683,50910,3,608,49,0,15,0,13,496,3097,12,47,0,722,2.0
-7576.245426123892,2,4,2,15,1,409,145,7,126,6665,2,167,26,4,6,3,0,760,771,12,18,0,42,4.0
-8434.027333500459,0,4,2,15,1,22,1010,3,992,48069,1,434,17,18,12,1,15,301,2458,18,240,0,689,1.0
700.7887925288451,0,4,2,15,1,142,1512,5,505,74373,2,602,1,18,12,3,12,75,1213,12,0,0,935,2.0
3845.059526930364,2,4,2,15,1,194,439,8,7,20429,2,451,42,6,5,4,9,33,1683,12,26,0,261,2.0
-278.47710412261495,0,4,2,15,1,52,699,5,460,32680,4,611,23,8,6,3,0,166,571,12,39,0,321,1.0
-10391.405776576295,0,2,1,4,0,217,1224,2,812,59364,0,117,24,20,13,3,0,370,1588,8,134,1,617,1.0
-6969.571591685493,0,4,2,15,1,371,1465,4,830,71899,1,894,18,7,1,2,14,838,3808,9,169,1,937,10.0
-10626.295566392551,0,4,2,15,1,373,1561,4,904,77020,1,75,52,14,10,3,12,276,911,25,246,0,698,2.0
-9504.89411733124,0,4,2,15,1,552,755,1,348,35324,2,158,26,4,6,3,0,760,2138,7,213,0,412,2.0
-4350.4024230078085,0,4,2,15,1,564,1070,0,26,51280,6,553,48,18,12,0,10,967,1699,22,93,0,532,1.0
-5749.740891998441,0,4,2,15,1,860,1500,4,750,73770,0,314,34,15,6,2,2,100,1074,3,71,0,136,2.0
-6436.506365481684,0,4,2,15,1,500,1259,2,608,61232,1,81,37,12,8,3,3,115,2335,12,14,0,271,2.0
403.6180009382415,0,3,0,19,0,559,1319,2,534,64380,2,585,5,18,12,3,12,18,1499,7,233,0,537,1.0
-9170.299928141005,0,4,2,15,1,662,1573,3,22,77660,4,43,48,18,12,0,10,967,1873,25,247,0,477,1.0
-12135.050242271956,0,5,1,4,0,118,1239,3,789,60145,3,360,10,2,12,1,5,790,388,25,243,0,591,2.0
-10905.653953133096,0,4,2,15,1,52,652,6,622,30415,1,300,11,10,3,2,14,802,1818,7,227,0,860,2.0
-10211.762836740652,0,4,2,15,1,583,973,2,651,46129,5,70,2,18,12,3,7,508,832,9,172,1,940,2.0
3238.4477448024973,1,4,2,15,1,796,1452,4,97,71288,7,684,44,18,12,0,10,295,3597,12,46,0,707,16.0
-7356.704412242134,0,4,2,15,1,89,1081,0,745,51832,2,351,17,18,12,1,15,301,1415,3,72,0,129,6.0
-10534.46717128253,1,4,2,15,1,986,938,3,720,44370,6,102,43,18,12,0,4,413,2381,12,4,0,105,13.0
-8754.539103357554,0,4,2,15,1,972,920,4,716,43465,8,87,45,18,12,0,13,282,242,7,235,0,655,3.0
-1750.803905871615,0,3,3,2,0,728,1183,0,133,57205,1,199,38,3,0,1,5,243,3591,12,44,0,480,11.0
-1579.0622886423937,2,4,2,15,1,723,128,7,685,5855,1,704,12,10,3,2,14,228,957,12,39,0,882,1.0
-13703.080085328296,0,3,0,1,0,303,567,9,948,26367,2,141,4,21,14,3,3,552,690,12,9,0,282,1.0
-2715.3940571706,0,4,2,15,1,269,478,8,154,22257,4,379,49,0,15,0,13,496,193,10,164,1,530,5.0
-1438.494388160032,0,4,2,15,1,57,934,2,181,44146,1,685,22,0,15,3,8,663,867,12,26,0,543,1.0
5511.5293263839685,2,4,2,15,1,485,244,9,423,11277,2,939,5,18,12,3,12,18,1378,7,223,0,640,22.0
1726.5713152759472,0,3,1,4,0,85,820,3,642,38498,3,996,19,18,12,1,5,235,790,12,2,0,570,24.0
-8231.876667896597,0,4,2,15,1,100,1012,2,731,48173,0,619,15,21,14,2,2,667,3588,12,19,0,1,2.0
-1090.3829904334934,0,4,2,15,1,662,1554,4,207,76600,6,570,2,18,12,3,7,508,2022,3,71,0,832,6.0
-621.599334121749,0,4,2,15,1,690,1370,3,124,66991,3,998,8,18,12,1,5,960,3556,12,9,0,266,3.0
-6624.803932444967,2,4,2,15,1,957,371,6,165,17200,2,51,4,21,14,3,3,552,2711,2,261,0,246,1.0
-1221.7647141450652,0,4,2,15,1,583,1133,0,965,54558,2,882,39,13,4,2,2,57,3027,30,118,1,359,9.455
2996.242957856183,0,4,2,15,1,524,637,6,319,29725,7,663,46,18,12,0,13,65,319,13,86,0,613,17.0
-4005.207716552016,2,4,2,15,1,856,319,6,716,14833,1,752,40,13,4,3,3,476,1310,12,39,0,720,6.0
-245.23970587292752,2,4,2,15,1,512,396,7,138,18398,0,629,31,8,6,2,2,555,121,12,37,0,828,2.0
