item_nbr,family,class,perishable,f1
2078,5,184,1,952
1422,7,231,0,73
1638,7,231,0,925
1402,12,6,0,686
3745,12,21,0,595
3747,12,21,0,174
1647,3,73,0,960
2866,31,312,0,452
3206,3,71,0,154
2504,12,26,0,45
2735,30,119,1,301
1773,12,16,0,603
2151,12,26,0,918
1881,12,16,0,256
2286,12,9,0,879
3459,18,239,0,191
2056,12,30,0,516
1902,8,137,1,706
831,9,169,1,582
1416,7,230,0,662
1152,12,32,0,945
922,7,216,0,846
302,12,2,0,783
2583,3,79,0,990
1493,12,23,0,840
2591,3,77,0,702
3603,12,46,0,387
560,12,37,0,126
531,7,220,0,298
995,7,234,0,100
1736,12,26,0,887
1600,25,243,0,204
69,12,19,0,947
3021,30,117,1,255
3692,12,5,0,104
2544,3,65,0,72
444,12,21,0,824
3997,3,65,0,751
1687,12,26,0,174
1395,7,222,0,199
2817,27,273,0,477
2612,3,79,0,69
546,12,9,0,238
2378,12,56,0,554
1005,3,71,0,392
941,12,46,0,318
1590,12,62,0,217
3490,15,276,0,723
2000,12,64,0,489
2962,30,106,1,57
2889,30,111,1,303
2553,3,67,0,356
2685,3,65,0,571
1976,8,142,1,893
529,12,22,0,993
3213,5,180,1,608
3824,3,76,0,913
3237,3,70,0,546
869,5,180,1,703
322,12,46,0,476
1166,5,189,1,777
3539,3,71,0,387
3765,3,76,0,794
3246,7,226,0,471
968,12,9,0,350
2037,12,25,0,924
3474,30,119,1,366
3480,9,167,1,665
3319,6,269,0,548
1337,7,210,0,286
3160,9,167,1,610
3488,3,74,0,645
278,12,7,0,339
2937,30,120,1,462
3399,15,285,0,398
3044,30,119,1,119
2073,10,166,1,712
3543,12,26,0,139
3188,12,47,0,209
3077,18,240,0,667
3222,30,105,1,653
2577,3,79,0,893
3203,3,77,0,841
1245,7,230,0,223
3228,12,9,0,374
379,5,185,1,723
2239,15,290,0,246
909,32,198,1,261
3434,3,80,0,141
3911,12,26,0,298
3086,12,29,0,608
3473,7,232,0,863
621,9,177,1,168
1932,8,141,1,738
1602,3,70,0,810
422,12,46,0,858
3330,12,0,0,321
3502,3,75,0,805
3968,8,137,1,705
3942,3,69,0,712
4005,12,38,0,278
3816,30,110,1,744
773,24,158,1,598
727,24,156,1,384
724,24,156,1,341
2754,30,106,1,63
1965,28,163,1,503
1959,28,163,1,979
1135,12,18,0,592
3298,30,116,1,459
2905,30,117,1,570
3977,12,21,0,902
2349,7,220,0,455
1834,12,16,0,270
3449,8,134,1,16
736,24,156,1,651
1169,5,193,1,664
3908,3,69,0,316
3279,3,76,0,777
3012,30,114,1,245
3895,30,112,1,479
3784,28,162,1,524
4021,12,16,0,624
3487,3,74,0,64
96,8,129,1,860
3129,5,180,1,60
2368,15,290,0,977
1379,7,223,0,62
973,7,233,0,716
1807,5,182,1,866
381,5,180,1,625
1404,8,126,1,693
555,12,18,0,978
2404,18,238,0,348
3201,12,21,0,921
737,12,36,0,846
2552,3,67,0,101
2766,30,111,1,227
1936,28,163,1,723
3114,12,38,0,110
1946,28,163,1,777
37,12,9,0,379
3671,12,40,0,784
4031,12,18,0,159
4025,22,93,0,742
1528,7,221,0,839
2921,30,119,1,690
2840,6,271,0,188
884,7,220,0,218
3510,12,47,0,311
1414,12,26,0,595
3443,7,231,0,296
13,12,18,0,704
2113,3,71,0,662
346,12,19,0,294
1719,7,216,0,38
1609,12,47,0,503
3072,25,248,0,937
1093,25,246,0,681
2410,18,240,0,447
2485,18,240,0,149
2674,3,65,0,76
2623,3,85,0,824
2160,3,74,0,682
2852,6,271,0,952
2280,3,70,0,845
750,12,18,0,762
3423,12,21,0,376
2043,12,14,0,54
2291,7,218,0,960
1608,3,73,0,697
1577,7,233,0,813
1654,7,220,0,735
2432,18,240,0,47
2385,12,26,0,835
1388,21,329,0,936
1823,7,220,0,296
1742,12,49,0,611
1669,12,18,0,325
587,7,223,0,652
820,25,246,0,742
52,3,70,0,978
1440,11,150,0,965
2235,16,300,0,51
3798,8,143,1,310
1533,22,99,0,135
1094,12,28,0,765
880,12,64,0,578
2700,29,207,1,950
428,10,164,1,766
355,12,25,0,601
3604,12,19,0,15
1626,12,21,0,818
1425,25,245,0,165
3283,3,76,0,989
1706,12,23,0,205
2088,12,63,0,153
1341,25,243,0,132
1061,8,123,1,180
2232,15,281,0,464
268,12,39,0,739
622,9,169,1,549
1718,11,146,0,9
2907,30,117,1,444
2878,19,332,0,613
1068,8,132,1,218
464,12,29,0,278
3389,15,285,0,263
2382,25,242,0,466
448,7,217,0,89
3983,2,257,0,487
568,12,62,0,599
1340,12,59,0,149
1085,7,230,0,671
1483,3,72,0,615
1628,32,197,1,796
1203,11,152,0,17
991,7,218,0,694
243,7,223,0,600
2389,2,262,0,349
3531,12,28,0,640
2283,7,227,0,797
3529,7,231,0,244
824,7,218,0,247
1023,14,316,0,735
1665,3,73,0,566
3578,3,75,0,760
2618,3,67,0,499
542,12,26,0,148
2603,3,77,0,223
2311,3,71,0,220
43,12,36,0,896
2045,25,244,0,367
3636,12,33,0,299
2824,6,270,0,149
1722,12,21,0,107
3157,12,9,0,834
2109,12,26,0,526
1550,12,32,0,320
3723,7,227,0,167
1148,12,59,0,341
1971,8,142,1,836
1321,12,63,0,641
500,12,52,0,639
1208,12,14,0,50
3957,29,205,1,488
3281,3,76,0,286
2208,16,300,0,83
3504,12,46,0,332
195,12,57,0,839
561,8,128,1,653
1393,12,26,0,391
3143,12,9,0,897
3078,7,230,0,948
362,12,12,0,110
462,7,233,0,460
1733,2,261,0,712
866,12,26,0,379
782,12,16,0,720
2494,8,139,1,827
1491,8,134,1,251
650,29,204,1,346
2281,3,70,0,782
2828,27,273,0,906
1753,12,11,0,853
3386,15,285,0,14
3616,12,46,0,486
1814,12,28,0,379
871,12,30,0,444
2814,30,117,1,300
3271,3,76,0,603
3186,12,2,0,378
481,12,46,0,874
3644,12,46,0,888
1186,12,2,0,495
890,12,14,0,503
1260,7,222,0,866
2318,16,302,0,206
2846,6,271,0,187
1688,12,26,0,47
2572,3,79,0,882
2607,3,79,0,597
3875,25,248,0,931
2375,12,4,0,862
835,9,172,1,777
32,12,8,0,117
3380,3,71,0,78
1008,5,182,1,682
2333,12,16,0,113
1322,12,5,0,389
2891,30,111,1,889
3359,8,144,1,437
3736,30,116,1,355
663,3,71,0,676
3442,3,70,0,661
611,12,36,0,628
2430,18,239,0,895
2592,3,77,0,704
3098,2,255,0,104
1666,22,96,0,247
3135,8,129,1,755
358,12,21,0,537
3096,8,143,1,592
3282,3,76,0,67
1017,11,147,0,868
1923,8,141,1,349
1417,7,230,0,552
1390,21,329,0,306
3043,30,112,1,464
2910,30,106,1,707
2330,5,185,1,959
474,12,56,0,360
944,12,38,0,298
2488,3,70,0,21
3217,3,65,0,179
936,7,227,0,259
180,12,53,0,364
2682,3,79,0,717
1316,8,127,1,617
1576,22,93,0,388
2,7,213,0,437
2335,12,14,0,271
1196,3,71,0,473
2819,30,113,1,47
1889,12,0,0,523
3633,12,19,0,221
3354,12,26,0,511
3541,12,26,0,70
3260,12,10,0,184
2785,30,117,1,504
975,8,123,1,222
26,12,29,0,681
1004,3,71,0,700
3229,9,174,1,508
3819,12,18,0,111
3032,30,119,1,769
1421,7,219,0,100
3464,12,26,0,294
2663,3,65,0,169
1658,9,172,1,54
2082,5,192,1,217
3255,12,18,0,773
2807,31,313,0,398
3268,3,76,0,61
3509,3,71,0,21
2782,30,112,1,935
30,25,246,0,386
2893,30,116,1,88
1399,12,23,0,235
2795,30,105,1,177
2997,30,109,1,21
1400,7,213,0,588
3525,8,139,1,724
2203,15,295,0,188
47,7,223,0,998
984,11,149,0,160
1765,8,129,1,839
193,10,164,1,530
3976,12,14,0,185
877,24,156,1,826
838,9,178,1,579
839,9,178,1,523
725,24,156,1,796
585,28,162,1,996
2723,30,107,1,562
1022,24,156,1,967
1939,28,163,1,710
2809,30,114,1,579
90,28,162,1,374
3001,30,111,1,909
3278,3,76,0,415
1138,5,190,1,51
3760,3,79,0,971
2760,30,105,1,897
3922,31,313,0,303
2745,30,110,1,87
2310,12,53,0,542
3304,30,122,1,538
2758,30,113,1,299
3482,30,117,1,969
972,7,233,0,347
248,12,16,0,475
3859,7,228,0,876
3498,12,26,0,377
1219,8,129,1,810
2346,3,74,0,211
2804,30,112,1,345
3060,12,16,0,918
3002,30,111,1,541
3995,30,117,1,680
3628,11,151,0,265
3614,12,19,0,121
1362,12,49,0,151
442,12,29,0,703
4029,22,93,0,101
496,29,205,1,828
2111,12,29,0,19
760,25,245,0,180
2388,7,216,0,497
2033,12,0,0,41
545,5,186,1,595
2327,22,93,0,516
3649,12,44,0,726
1831,20,327,0,532
482,7,235,0,597
1171,12,21,0,856
1411,22,96,0,205
1868,25,248,0,333
3193,3,71,0,755
997,12,2,0,328
113,12,26,0,332
2242,16,298,0,895
2085,12,47,0,15
1439,7,220,0,330
1356,7,219,0,366
1538,12,24,0,950
530,12,32,0,290
1867,25,248,0,539
1821,22,90,0,443
1545,25,246,0,313
288,7,223,0,606
1127,25,243,0,324
1327,8,133,1,864
1668,12,21,0,145
1818,7,227,0,860
2415,18,240,0,315
3429,12,26,0,140
36,12,2,0,343
2472,18,239,0,965
108,13,86,0,925
1777,3,71,0,585
902,7,227,0,502
1310,12,39,0,720
124,7,218,0,456
2110,12,16,0,699
797,12,2,0,658
946,12,56,0,990
430,22,102,0,132
50,7,232,0,296
1254,8,126,1,825
242,7,235,0,655
3569,8,142,1,22
1264,7,233,0,983
166,12,26,0,220
1299,3,71,0,865
1693,12,26,0,462
1294,7,218,0,511
1212,12,0,0,469
2882,19,332,0,392
1906,8,137,1,758
2028,3,71,0,672
3103,7,227,0,228
95,12,32,0,587
2133,8,132,1,180
3476,15,284,0,305
2066,12,14,0,32
1170,12,64,0,105
2595,3,77,0,710
2139,7,213,0,398
1142,12,3,0,168
266,12,57,0,195
2610,3,79,0,782
1194,8,129,1,618
1300,3,71,0,272
1885,12,61,0,170
2643,3,79,0,829
1780,12,21,0,440
2563,3,78,0,678
623,12,37,0,814
162,7,227,0,474
1675,12,26,0,824
742,12,2,0,437
1224,12,38,0,798
2182,12,9,0,633
935,7,218,0,367
3415,12,21,0,623
2140,7,213,0,540
958,7,228,0,682
2708,26,314,0,759
3095,12,61,0,255
3320,12,26,0,421
2188,16,299,0,602
3545,3,71,0,757
3422,12,11,0,922
403,7,235,0,854
1839,25,244,0,990
3245,12,64,0,458
2112,7,231,0,401
196,12,25,0,365
3561,3,72,0,497
319,13,86,0,613
743,12,2,0,311
2608,3,79,0,758
1231,3,69,0,710
1448,7,233,0,584
101,12,8,0,687
2686,3,65,0,497
2060,22,95,0,375
3579,7,217,0,501
1209,12,14,0,264
2200,15,294,0,356
3390,15,285,0,675
45,7,223,0,104
2662,3,65,0,535
2301,7,228,0,807
2077,12,6,0,786
2637,3,77,0,216
2019,8,135,1,925
1013,12,2,0,802
2912,30,106,1,233
3744,12,21,0,586
703,12,46,0,22
1241,7,230,0,813
933,3,71,0,789
2775,30,112,1,549
783,12,51,0,262
1618,7,228,0,521
674,12,26,0,692
1427,12,11,0,229
925,12,46,0,315
1200,12,28,0,391
2647,3,78,0,460
2213,15,289,0,627
1737,12,26,0,456
3505,12,57,0,889
673,12,39,0,324
1109,12,37,0,577
1063,8,131,1,139
204,12,29,0,535
3516,7,233,0,242
1014,22,93,0,308
2455,18,240,0,399
3376,3,71,0,345
1163,8,131,1,201
135,8,131,1,722
2590,3,77,0,930
1394,12,23,0,63
1930,8,141,1,885
2340,12,2,0,197
51,7,232,0,664
3994,3,69,0,279
3557,18,239,0,444
1740,7,230,0,449
1435,5,184,1,564
3688,3,83,0,609
2364,8,129,1,350
1339,12,59,0,170
3742,3,68,0,193
592,12,46,0,836
120,0,320,0,605
3379,8,143,1,188
2657,3,85,0,207
1838,25,244,0,140
624,12,0,0,786
915,11,150,0,424
1764,12,50,0,78
3602,12,46,0,397
263,12,58,0,11
5,12,30,0,896
2099,25,243,0,602
3860,12,9,0,584
3353,12,26,0,388
2217,15,295,0,974
1165,3,71,0,394
1453,3,69,0,17
2278,25,245,0,171
2450,18,240,0,600
361,12,29,0,436
1623,3,74,0,167
2184,12,9,0,159
3334,3,74,0,407
3019,30,116,1,314
3302,30,116,1,679
3904,8,142,1,695
3207,22,96,0,336
3466,12,9,0,324
2733,30,119,1,745
3296,30,122,1,333
3838,20,325,0,438
2683,3,77,0,171
3306,30,116,1,481
3755,12,21,0,189
3023,30,117,1,127
3986,2,258,0,642
1711,28,162,1,367
1228,28,162,1,300
878,24,156,1,525
276,12,30,0,576
2984,30,107,1,910
731,24,156,1,750
2901,30,109,1,363
1958,28,163,1,953
1940,28,163,1,214
2749,30,111,1,431
2721,30,106,1,562
951,12,9,0,853
2183,12,9,0,994
764,12,26,0,282
3062,25,246,0,445
3740,12,9,0,275
132,24,156,1,85
772,24,158,1,644
3054,30,107,1,720
2465,18,238,0,641
2764,30,108,1,96
3999,12,21,0,435
3046,30,104,1,139
2988,30,107,1,907
2983,30,107,1,223
2742,30,106,1,322
2979,30,107,1,323
2975,30,107,1,843
3008,30,112,1,143
4017,12,6,0,33
683,12,57,0,74
939,7,226,0,493
2406,18,239,0,448
3275,3,76,0,247
2161,12,26,0,535
1089,25,246,0,58
2071,12,14,0,875
3931,18,238,0,565
562,12,18,0,231
1774,12,9,0,70
1492,12,26,0,412
2915,30,110,1,319
2770,30,117,1,731
2751,30,111,1,336
2738,30,109,1,125
3978,12,14,0,728
3107,30,119,1,175
1507,24,156,1,258
1966,8,142,1,74
2230,15,276,0,460
3147,12,9,0,564
2632,3,85,0,43
3099,12,39,0,744
1112,8,129,1,959
2658,3,85,0,493
3553,7,231,0,892
2169,12,28,0,262
533,7,219,0,901
1901,8,135,1,519
1465,3,70,0,501
1572,5,183,1,776
2418,18,238,0,3
2049,7,220,0,555
2254,15,293,0,474
953,12,9,0,385
1858,25,248,0,230
3340,2,259,0,565
957,12,39,0,882
3643,12,19,0,638
1302,9,169,1,653
2240,15,292,0,454
2288,22,103,0,180
2026,7,220,0,754
1804,7,220,0,681
1307,7,220,0,33
3496,12,26,0,798
679,9,169,1,751
3493,12,39,0,292
1038,14,316,0,227
2131,12,18,0,196
2873,19,332,0,961
579,10,164,1,571
3150,12,9,0,117
1974,8,142,1,170
2856,6,271,0,781
740,25,243,0,866
2271,25,246,0,513
3111,25,244,0,845
2284,12,18,0,891
1157,7,228,0,966
2717,26,315,0,456
1116,8,131,1,947
2277,12,16,0,672
1358,5,182,1,88
2101,8,124,1,623
3770,3,76,0,953
2194,12,8,0,784
366,10,164,1,296
3311,8,136,1,916
1087,12,46,0,64
2883,19,332,0,883
353,12,25,0,296
3168,3,79,0,201
3645,12,54,0,593
3588,12,19,0,1
3214,3,70,0,245
1571,12,0,0,596
2476,18,239,0,74
1566,7,220,0,515
3289,3,76,0,84
2398,3,81,0,711
1843,25,253,0,567
1713,12,24,0,142
275,12,29,0,119
3600,12,46,0,373
1462,3,70,0,740
3910,3,65,0,219
1700,22,93,0,43
1110,7,218,0,9
3074,30,113,1,309
2851,6,271,0,650
2189,16,299,0,402
1020,29,209,1,144
383,12,46,0,163
3238,12,9,0,501
2965,30,106,1,581
3735,3,71,0,731
3514,18,240,0,12
2835,27,273,0,226
3450,12,8,0,187
1709,5,182,1,434
330,9,175,1,528
397,12,26,0,345
293,12,21,0,615
558,7,210,0,599
830,9,169,1,957
2374,12,4,0,213
2187,16,299,0,945
666,12,9,0,278
625,7,218,0,439
438,12,64,0,514
602,12,42,0,971
373,12,51,0,520
3267,3,76,0,645
281,12,29,0,585
3346,12,9,0,76
3154,12,9,0,769
1052,12,47,0,185
512,12,61,0,212
2656,3,85,0,191
294,12,21,0,246
2523,3,85,0,403
544,3,71,0,289
1071,12,37,0,229
3570,8,142,1,295
603,3,71,0,638
3197,12,0,0,171
2442,18,238,0,412
2255,16,298,0,512
321,5,186,1,814
639,12,21,0,846
817,12,2,0,141
799,7,220,0,434
2003,12,16,0,608
1296,7,218,0,676
535,7,228,0,584
3051,31,310,0,211
1125,7,225,0,274
3073,30,113,1,807
117,7,210,0,804
2600,3,67,0,807
912,25,246,0,188
439,5,186,1,288
3324,15,286,0,576
992,12,30,0,726
591,12,46,0,7
102,12,42,0,185
1039,12,2,0,432
681,3,70,0,735
1527,7,221,0,869
33,12,26,0,870
1829,12,9,0,642
1548,12,32,0,388
1280,12,28,0,115
304,7,222,0,471
2994,30,109,1,218
1920,8,141,1,701
318,12,9,0,787
1104,12,39,0,663
138,10,164,1,909
256,0,317,0,888
867,12,26,0,543
1149,7,232,0,597
179,3,70,0,694
2616,3,79,0,972
2578,3,79,0,413
3756,12,21,0,490
2236,16,303,0,500
1486,3,75,0,476
3414,12,21,0,677
1803,7,220,0,855
1147,8,129,1,433
3020,30,117,1,255
2328,7,226,0,806
3777,3,72,0,403
2850,6,271,0,589
3727,4,264,0,173
863,7,216,0,312
46,7,223,0,62
87,8,131,1,406
3133,3,78,0,296
2626,3,85,0,361
1769,12,16,0,457
3472,15,287,0,174
2401,3,82,0,574
3512,12,26,0,373
3169,3,79,0,842
3200,12,21,0,591
1660,3,71,0,751
582,12,45,0,353
3479,3,77,0,99
1787,12,16,0,355
216,12,21,0,919
819,25,246,0,932
233,12,38,0,185
1546,8,129,1,658
2146,7,213,0,354
1431,5,181,1,336
3489,18,239,0,256
1249,12,23,0,852
1343,3,70,0,304
420,7,220,0,169
3795,8,129,1,859
601,12,38,0,386
3323,25,243,0,983
3580,3,67,0,292
3905,8,143,1,526
3787,30,116,1,621
244,7,223,0,229
963,11,152,0,485
3839,20,323,0,73
3303,30,113,1,72
3974,12,3,0,915
929,8,129,1,274
1314,7,233,0,953
2582,3,79,0,848
2667,3,77,0,58
3888,12,9,0,186
3532,12,49,0,29
1108,5,182,1,541
2911,30,106,1,446
2860,30,118,1,128
3049,30,106,1,279
2861,30,118,1,964
209,10,164,1,894
3402,5,186,1,567
2768,30,111,1,467
1475,3,72,0,952
788,12,30,0,407
3447,12,9,0,608
811,5,191,1,516
2581,3,79,0,286
3253,15,295,0,785
766,24,156,1,430
3028,30,118,1,284
1933,28,163,1,473
1955,28,163,1,850
718,24,156,1,221
2781,30,112,1,283
1119,24,156,1,384
1961,28,163,1,308
2722,30,117,1,713
3119,12,61,0,6
3045,30,117,1,352
3886,12,9,0,298
3030,30,119,1,2
3199,12,21,0,316
2740,30,110,1,993
2969,30,106,1,494
3892,20,328,0,811
2759,30,120,1,105
3066,24,156,1,776
2967,30,106,1,565
3219,28,162,1,982
1123,11,151,0,698
3638,11,151,0,144
2302,5,189,1,158
4009,12,23,0,554
3132,3,65,0,878
2315,16,302,0,523
1692,12,26,0,146
2132,8,135,1,661
3923,3,72,0,683
770,12,18,0,330
3408,3,68,0,117
231,7,228,0,4
1365,12,49,0,551
184,12,37,0,999
2165,7,210,0,479
779,24,158,1,850
3042,30,106,1,489
3797,12,20,0,63
2393,5,186,1,97
4027,3,70,0,978
3672,12,40,0,849
4022,12,11,0,58
2445,18,238,0,874
2179,12,28,0,890
937,25,246,0,354
2849,6,271,0,281
1796,12,14,0,211
1852,25,244,0,893
962,13,86,0,500
3378,8,140,1,875
228,11,149,0,969
1848,25,248,0,131
1180,7,213,0,634
2325,13,86,0,684
748,32,197,1,472
261,7,219,0,791
2150,12,26,0,723
186,12,18,0,536
552,9,168,1,974
1324,12,59,0,438
2391,23,266,0,929
2853,6,271,0,129
337,7,214,0,229
3707,3,81,0,105
1256,20,322,0,628
960,12,58,0,251
3091,16,306,0,597
3310,25,242,0,182
595,5,183,1,17
454,7,232,0,746
661,12,64,0,218
1293,7,214,0,316
1424,7,233,0,307
1473,3,71,0,487
1799,12,0,0,156
3593,12,19,0,802
785,12,39,0,837
1268,7,222,0,224
170,12,9,0,416
2696,18,238,0,568
3123,25,245,0,1
29,25,246,0,22
82,12,61,0,400
3456,18,239,0,570
1705,12,49,0,795
79,12,21,0,647
3666,12,44,0,934
1836,12,59,0,69
1850,25,244,0,874
1351,7,224,0,271
1788,7,231,0,374
904,7,223,0,103
3364,25,253,0,245
3554,16,303,0,129
385,12,23,0,521
1874,25,248,0,387
1195,7,220,0,973
146,12,21,0,251
2336,7,212,0,400
1674,3,71,0,974
1543,10,164,1,598
763,12,8,0,683
1081,12,45,0,219
2449,18,239,0,139
2886,19,332,0,275
1616,12,47,0,536
1715,11,146,0,93
156,12,47,0,794
378,7,210,0,962
1153,12,32,0,463
2628,3,85,0,461
2009,3,71,0,629
3964,3,70,0,502
174,12,30,0,65
327,12,26,0,913
2227,15,277,0,492
1922,8,141,1,44
1132,11,152,0,521
3178,3,70,0,631
2827,27,273,0,884
1610,12,47,0,838
1672,12,59,0,967
173,12,29,0,703
2207,16,304,0,772
2622,3,65,0,714
1019,29,209,1,611
3660,12,19,0,141
1634,9,176,1,600
2272,25,246,0,754
564,12,0,0,812
2431,18,240,0,644
3519,23,268,0,819
2609,3,79,0,50
2598,3,67,0,90
470,12,8,0,544
3682,7,231,0,359
2701,12,61,0,51
334,3,70,0,502
307,7,228,0,368
1238,12,21,0,757
757,10,164,1,870
2586,3,77,0,507
1213,12,0,0,935
2646,3,79,0,849
3648,12,44,0,236
394,12,56,0,449
2156,5,180,1,398
569,12,16,0,853
701,12,2,0,343
2457,18,240,0,1
520,7,230,0,98
2841,6,271,0,534
3084,16,306,0,537
3087,15,280,0,904
3656,12,54,0,282
1129,7,222,0,742
2091,7,220,0,368
2229,12,39,0,625
1263,12,14,0,40
3451,25,252,0,767
1878,25,248,0,944
862,7,223,0,440
3093,16,306,0,841
3680,12,47,0,211
3038,30,113,1,477
1363,7,227,0,14
822,7,218,0,547
2079,12,9,0,220
290,7,210,0,718
3433,25,247,0,754
1997,12,47,0,426
3461,18,240,0,454
2798,30,106,1,894
2186,3,69,0,977
1893,8,138,1,494
2048,7,220,0,138
2423,18,238,0,799
3202,25,248,0,771
1640,8,130,1,214
1446,7,233,0,675
1387,21,329,0,547
3871,12,9,0,895
3786,12,26,0,650
1802,7,220,0,713
440,12,29,0,257
1870,25,248,0,894
1214,12,0,0,928
382,12,46,0,386
2673,3,65,0,896
217,12,46,0,605
665,12,9,0,58
2074,12,46,0,670
575,12,21,0,17
280,12,29,0,581
3058,3,72,0,375
2538,3,68,0,284
1193,12,28,0,875
16,9,172,1,239
1928,8,141,1,755
317,12,56,0,736
1661,3,71,0,244
1606,25,243,0,105
795,7,220,0,692
1806,5,182,1,8
1498,12,26,0,136
990,7,228,0,557
313,12,8,0,279
1352,11,152,0,576
2549,3,65,0,573
1989,3,70,0,886
399,13,86,0,802
2500,22,89,0,811
2470,18,238,0,308
695,12,19,0,730
3153,12,9,0,724
2247,15,295,0,11
1253,8,132,1,169
1895,8,138,1,59
765,12,8,0,901
2580,3,79,0,109
3079,7,230,0,282
1701,10,164,1,14
2575,3,68,0,246
2602,3,77,0,851
3897,12,22,0,877
3100,25,246,0,507
3790,12,26,0,522
1896,8,138,1,558
1016,22,93,0,537
3876,12,9,0,858
2492,8,139,1,963
3710,3,73,0,362
2773,30,112,1,858
1595,25,243,0,378
2461,18,237,0,125
2152,12,12,0,527
3926,3,74,0,678
3322,7,210,0,594
702,7,230,0,5
1991,12,59,0,72
3299,30,104,1,244
3782,25,253,0,749
344,7,221,0,689
182,9,168,1,202
392,7,227,0,815
2569,3,79,0,945
2214,15,289,0,751
3862,12,9,0,771
1479,3,72,0,73
2464,18,238,0,686
583,12,56,0,478
203,12,21,0,826
3511,5,180,1,848
3244,3,65,0,126
2121,12,8,0,848
3427,3,71,0,822
2933,30,113,1,823
2660,3,65,0,233
914,11,150,0,315
1007,8,131,1,617
965,11,152,0,520
3345,7,220,0,359
480,12,46,0,920
3877,12,9,0,542
226,25,246,0,397
3388,15,285,0,986
3185,2,256,0,924
2444,18,238,0,52
3050,30,107,1,457
3718,12,26,0,92
2218,15,295,0,142
3993,3,69,0,853
3933,18,238,0,567
3724,8,126,1,647
3805,7,231,0,990
3562,12,49,0,12
3717,12,4,0,419
2728,30,106,1,591
1729,12,26,0,950
63,12,19,0,599
2260,15,295,0,207
2579,3,79,0,126
2917,30,117,1,463
2567,3,79,0,457
3900,12,9,0,6
1137,5,189,1,695
3535,15,288,0,489
1118,8,133,1,591
2669,3,77,0,614
3972,3,65,0,121
3242,12,18,0,101
3363,8,144,1,341
3833,12,16,0,923
3704,12,50,0,486
415,12,53,0,291
3811,18,238,0,490
778,24,158,1,10
1225,28,162,1,317
1376,24,160,1,641
618,9,179,1,935
723,24,156,1,730
746,24,156,1,369
712,24,156,1,791
1941,28,163,1,221
2720,30,106,1,388
1029,24,157,1,67
3000,30,110,1,796
3929,3,84,0,742
3951,20,328,0,650
3170,30,117,1,313
3218,28,163,1,967
3621,11,151,0,821
3009,30,114,1,63
1948,28,163,1,303
671,7,223,0,900
2100,25,248,0,925
3417,12,21,0,376
1291,12,30,0,480
1904,8,137,1,85
1429,3,69,0,849
3912,3,69,0,24
2408,18,240,0,364
1320,8,126,1,639
433,8,123,1,793
3536,12,23,0,71
2042,12,14,0,663
3250,12,46,0,991
1381,12,9,0,407
3312,8,143,1,549
570,5,185,1,661
1234,3,69,0,329
3568,25,244,0,845
3584,12,49,0,739
726,24,156,1,193
519,11,151,0,510
4026,12,44,0,890
4012,3,83,0,722
1442,3,71,0,836
2015,12,37,0,262
455,7,222,0,517
264,12,19,0,993
794,12,47,0,282
1205,5,190,1,924
2650,3,85,0,775
2295,7,218,0,909
2413,18,240,0,189
599,7,228,0,827
473,12,26,0,358
3063,14,316,0,187
2017,3,71,0,663
2124,12,8,0,678
3235,8,141,1,115
3757,12,38,0,595
246,7,232,0,330
1645,12,0,0,780
762,9,169,1,434
858,3,70,0,28
2839,6,271,0,807
339,7,220,0,38
3383,3,74,0,903
2774,30,112,1,691
1915,8,141,1,836
1892,8,138,1,193
2524,3,85,0,398
347,12,19,0,633
566,10,164,1,669
518,12,2,0,601
2698,18,238,0,634
2887,19,332,0,333
689,12,22,0,762
2084,3,73,0,366
1612,12,47,0,761
2821,6,270,0,310
1508,3,70,0,250
2320,12,14,0,593
2505,12,26,0,433
3789,30,116,1,711
3899,25,244,0,688
1716,11,146,0,562
1306,7,220,0,329
342,12,18,0,953
3321,7,210,0,367
1525,12,57,0,992
341,12,18,0,159
154,12,23,0,808
1377,7,223,0,8
2520,3,85,0,751
1274,7,210,0,820
2483,18,238,0,644
1627,12,21,0,160
1126,7,229,0,937
3292,5,186,1,131
3097,12,47,0,722
2287,22,103,0,67
219,12,46,0,611
1517,9,172,1,978
959,7,228,0,794
3665,12,33,0,237
1510,12,51,0,462
54,8,131,1,693
458,12,21,0,140
2799,30,107,1,971
1981,3,69,0,439
2369,15,290,0,903
56,12,2,0,835
2509,7,228,0,188
2173,12,28,0,233
1270,12,30,0,982
41,12,46,0,413
1304,25,246,0,637
273,12,64,0,125
3397,15,285,0,559
3601,12,34,0,371
369,12,5,0,751
225,7,227,0,817
1145,8,134,1,151
859,7,223,0,963
2537,3,68,0,630
160,7,227,0,782
2668,3,77,0,376
980,25,246,0,520
3272,3,76,0,697
375,12,12,0,361
1574,5,183,1,646
2535,3,65,0,79
2024,7,222,0,98
3336,3,72,0,276
2545,3,65,0,863
1685,12,26,0,381
1657,9,167,1,17
1151,12,32,0,921
1100,7,228,0,47
2844,6,271,0,41
1272,7,220,0,371
3748,12,38,0,956
641,3,69,0,642
1547,12,32,0,984
3286,3,76,0,289
3573,23,267,0,303
3173,12,16,0,347
798,12,2,0,187
1457,3,69,0,673
1495,12,23,0,411
265,12,19,0,109
371,7,230,0,107
2338,12,2,0,930
2387,7,216,0,947
3728,25,246,0,123
320,5,186,1,611
2345,3,71,0,82
501,12,18,0,378
