date,store_nbr,transactions
2016-01-10,2,3.0
2013-06-27,34,3.0
2014-07-23,34,3.0
2015-02-10,34,3.0
2017-03-24,34,3.0
2017-04-11,34,3.0
2014-07-31,9,3.0
2013-01-24,8,4.0
2013-09-01,8,4.0
2015-03-17,8,4.0
2015-09-26,8,4.0
2015-10-14,8,4.0
2016-04-15,8,4.0
2016-05-03,8,4.0
2013-08-28,48,4.0
2014-10-02,48,4.0
2015-10-19,48,4.0
2015-07-30,49,4.0
2016-02-17,49,4.0
2015-09-07,11,4.0
2017-04-22,11,4.0
2013-05-29,24,4.0
2014-01-04,24,4.0
2015-07-20,24,4.0
2016-06-17,50,4.0
2014-02-25,3,4.0
2016-10-27,3,4.0
2015-04-12,38,4.0
2015-12-24,39,5.0
2013-07-01,48,5.0
2015-03-08,50,5.0
2017-05-07,50,5.0
2013-08-29,47,5.0
2015-04-23,47,5.0
2014-11-16,49,5.0
2016-09-02,8,5.0
2015-09-28,45,5.0
2016-10-05,45,5.0
2014-05-26,46,5.0
2014-06-04,46,5.0
2015-07-13,46,5.0
2016-01-18,46,5.0
2017-03-07,3,5.0
2014-11-06,47,6.0
2013-11-08,44,6.0
2016-07-19,44,6.0
2017-07-27,44,6.0
2016-03-06,3,6.0
2013-07-13,48,6.0
2013-06-03,46,6.0
2014-12-30,3,7.0
2016-12-30,49,7.0
2014-12-16,46,7.0
2014-07-20,48,7.0
2015-01-25,48,7.0
2017-05-28,47,7.0
2015-09-12,45,7.0
2013-01-13,47,8.0
2017-04-08,47,8.0
2015-01-25,45,8.0
2015-08-02,45,8.0
2017-03-26,45,8.0
2013-11-10,48,8.0
2014-11-30,46,9.0
2016-05-29,44,8.0
2014-10-26,44,9.0
2013-04-10,44,7.0
2017-07-04,44,7.0
2016-01-04,27,0.0
2014-03-23,23,1.0
2014-04-01,23,1.0
2015-11-15,23,1.0
2017-06-12,23,1.0
2017-06-21,23,1.0
2017-06-30,23,1.0
2013-05-07,12,1.0
2013-12-04,12,1.0
2016-08-05,12,1.0
2016-08-14,12,1.0
2017-02-10,12,1.0
2017-02-19,12,1.0
2013-09-12,33,1.0
2013-09-21,33,1.0
2014-04-20,33,1.0
2015-04-28,33,1.0
2015-05-07,33,1.0
2016-05-14,33,1.0
2016-05-23,33,1.0
2016-03-03,19,1.0
2016-09-08,19,1.0
2014-02-24,36,1.0
2014-03-05,36,1.0
2014-09-10,36,1.0
2017-05-12,36,1.0
2014-08-26,41,1.0
2015-03-16,41,1.0
2015-03-25,41,1.0
2015-04-03,41,1.0
2016-04-10,41,1.0
2017-05-15,41,1.0
2014-03-17,28,1.0
2014-10-14,28,1.0
2014-10-23,28,1.0
2015-04-25,28,1.0
2015-05-04,28,1.0
2017-06-15,28,1.0
2017-06-24,28,1.0
2013-04-15,10,1.0
2013-10-21,10,1.0
2014-11-29,10,1.0
2014-12-08,10,1.0
2015-06-06,10,1.0
2016-06-13,10,1.0
2013-03-13,43,1.0
2013-09-22,43,1.0
2015-11-13,43,1.0
2016-06-11,43,1.0
2016-12-08,43,1.0
2013-11-16,40,1.0
2014-05-15,40,1.0
2014-12-03,40,1.0
2017-07-26,40,1.0
2017-08-04,40,1.0
2013-04-18,15,1.0
2014-05-14,15,1.0
2016-12-26,15,1.0
2017-01-13,15,1.0
2013-03-03,18,1.0
2013-10-09,18,1.0
2015-04-15,18,1.0
2015-04-24,18,1.0
2015-11-12,18,1.0
2015-11-21,18,1.0
2013-09-05,13,1.0
2014-04-13,13,1.0
2015-04-21,13,1.0
2015-04-30,13,1.0
2016-05-07,13,1.0
2016-12-04,13,1.0
2013-01-22,31,1.0
2013-08-12,31,1.0
2014-08-29,31,1.0
2015-09-24,31,1.0
2016-04-22,31,1.0
2017-05-09,31,1.0
2013-05-10,17,1.0
2014-06-18,17,1.0
2014-06-27,17,1.0
2013-07-18,39,1.0
2015-03-03,39,1.0
2016-09-15,39,1.0
2017-03-27,39,1.0
2017-04-05,39,1.0
2017-04-14,39,1.0
2014-08-03,14,1.0
2015-08-20,14,1.0
2017-07-24,5,1.0
2014-08-25,16,1.0
2014-09-03,16,1.0
2015-03-15,16,1.0
2016-04-18,16,1.0
2017-05-14,16,1.0
2016-02-29,29,1.0
2017-03-26,29,1.0
2015-09-12,54,1.0
2014-07-24,4,1.0
2016-01-26,37,1.0
2016-08-06,37,1.0
2016-06-23,20,1.0
2015-11-10,38,1.0
2015-11-19,38,1.0
2016-05-17,38,1.0
2016-05-26,38,1.0
2014-02-22,1,1.0
2016-10-15,1,1.0
2014-02-14,26,1.0
2017-03-01,22,1.0
2015-10-31,36,2.0
2015-10-18,21,2.0
2015-09-20,24,2.0
2013-08-05,19,2.0
2016-12-20,28,2.0
2016-01-07,20,2.0
2016-01-16,20,2.0
2017-07-01,43,2.0
2013-04-06,18,2.0
2013-04-15,18,2.0
2014-10-20,18,2.0
2015-05-19,18,2.0
2014-05-31,40,2.0
2014-06-09,40,2.0
2015-01-06,40,2.0
2017-01-30,40,2.0
2017-02-08,40,2.0
2017-02-07,15,2.0
2013-02-16,31,2.0
2016-02-09,2,2.0
2013-06-22,17,2.0
2013-07-11,14,2.0
2016-03-12,14,2.0
2013-01-13,39,2.0
2014-02-08,39,2.0
2014-09-07,39,2.0
2015-09-15,39,2.0
2016-03-13,39,2.0
2016-10-01,39,2.0
2014-11-29,5,2.0
2014-12-08,5,2.0
2017-01-28,5,2.0
2016-08-30,27,2.0
2013-08-20,1,2.0
2013-08-29,1,2.0
2015-10-20,1,2.0
2016-04-21,1,2.0
2016-05-09,1,2.0
2015-05-26,38,2.0
2015-11-22,38,2.0
2017-07-16,38,2.0
2013-03-05,6,2.0
2015-03-30,6,2.0
2015-04-08,6,2.0
2015-04-17,6,2.0
2016-11-21,6,2.0
2017-05-29,6,2.0
2014-07-21,7,2.0
2015-07-29,7,2.0
2015-08-07,7,2.0
2013-07-23,4,2.0
2014-01-19,4,2.0
2014-08-09,4,2.0
2014-08-18,4,2.0
2015-03-08,4,2.0
2013-06-29,37,2.0
2015-08-11,37,2.0
2017-03-17,37,2.0
2013-03-13,51,2.0
2014-03-21,51,2.0
2014-03-30,51,2.0
2015-11-13,51,2.0
2016-05-11,51,2.0
2016-11-20,51,2.0
2016-11-29,51,2.0
2013-11-07,32,0.0
2013-11-16,32,0.0
2013-11-25,32,0.0
2015-07-02,32,0.0
2016-01-07,32,0.0
2016-07-09,32,0.0
2016-07-18,32,0.0
2016-07-27,32,0.0
2013-03-19,30,0.0
2013-10-16,30,0.0
2015-11-19,30,0.0
2017-07-04,30,0.0
2013-03-31,35,0.0
2013-10-01,35,0.0
2014-11-05,35,0.0
2015-05-17,35,0.0
2015-11-13,35,0.0
2015-11-22,35,0.0
2017-07-07,35,0.0
2017-07-16,35,0.0
2014-08-10,26,0.0
2014-08-19,26,0.0
2016-09-21,26,0.0
2013-06-18,54,0.0
2015-01-23,54,0.0
2015-07-31,54,0.0
2014-04-29,25,0.0
2016-06-10,25,0.0
2016-12-11,25,0.0
2017-07-19,25,0.0
2015-09-08,16,0.0
2016-03-15,16,0.0
2013-02-21,13,0.0
2015-10-15,13,0.0
2016-04-21,13,0.0
2016-10-31,13,0.0
2016-11-09,13,0.0
2017-01-17,22,0.0
2017-01-26,22,0.0
2017-02-04,22,0.0
2014-10-03,53,0.0
2015-04-10,53,0.0
2013-10-18,10,0.0
2015-04-24,10,0.0
2016-12-07,10,0.0
2016-12-16,10,0.0
2017-06-27,10,0.0
2013-01-07,41,0.0
2013-01-16,41,0.0
2014-01-19,1,0.0
2016-11-16,33,0.0
2016-09-27,21,0.0
2013-07-12,36,0.0
2014-08-29,36,0.0
2017-06-07,52,3.0
2017-06-16,52,3.0
2014-04-26,14,3.0
2013-06-18,48,3.0
2016-02-18,48,3.0
2013-03-29,49,3.0
2014-06-07,51,3.0
2013-12-18,38,3.0
2014-06-08,6,3.0
2014-02-06,50,3.0
2015-09-22,50,3.0
2016-10-17,50,3.0
2017-05-16,50,3.0
2013-10-07,24,3.0
2013-10-25,24,3.0
2015-11-19,24,3.0
2014-12-12,11,3.0
2015-06-19,11,3.0
2014-02-26,2,3.0
2014-03-07,2,3.0
2014-03-16,2,3.0
2016-11-06,2,3.0
2017-06-05,2,3.0
2015-05-11,34,3.0
2015-05-20,34,3.0
2016-06-05,34,3.0
2013-03-28,9,3.0
2013-04-15,9,3.0
2013-10-03,9,3.0
2013-10-12,9,3.0
2014-10-20,9,3.0
2015-11-15,9,3.0
2013-05-16,8,4.0
2013-11-21,8,4.0
2015-07-16,8,4.0
2016-08-01,8,4.0
2017-08-09,8,4.0
2014-06-25,48,4.0
2017-02-02,48,4.0
2015-04-22,49,4.0
2015-11-10,49,4.0
2015-11-19,49,4.0
2016-05-17,49,4.0
2013-02-25,34,4.0
2013-03-09,24,4.0
2013-03-18,24,4.0
2013-07-09,50,4.0
2013-04-30,3,4.0
2013-11-18,3,4.0
2013-04-25,46,4.0
2013-11-13,46,4.0
2016-06-27,46,4.0
2013-05-11,38,4.0
2015-01-03,38,4.0
2014-12-24,28,4.0
2013-06-18,47,5.0
2015-07-13,47,5.0
2016-02-18,47,5.0
2016-03-20,49,5.0
2016-06-04,8,5.0
2013-04-26,45,5.0
2013-11-05,45,5.0
2016-07-07,45,5.0
2014-03-06,46,5.0
2014-09-15,46,5.0
2014-09-24,46,5.0
2016-11-14,46,5.0
2014-03-20,3,5.0
2014-04-07,3,5.0
2014-10-08,3,5.0
2013-07-13,47,6.0
2013-08-19,44,6.0
2015-02-23,44,6.0
2015-09-22,44,6.0
2015-10-01,44,6.0
2016-04-11,44,6.0
2014-03-31,46,6.0
2016-12-09,46,6.0
2013-12-23,2,6.0
2016-12-17,8,6.0
2015-06-14,45,7.0
2016-12-27,45,7.0
2017-08-04,45,7.0
2014-01-26,46,8.0
2017-04-08,46,8.0
2014-04-26,45,8.0
2017-03-11,44,9.0
2014-08-04,44,7.0
2013-06-04,23,1.0
2013-06-13,23,1.0
2014-07-22,23,1.0
2015-01-27,23,1.0
2016-08-24,23,1.0
2017-03-01,23,1.0
2013-02-06,12,1.0
2013-02-15,12,1.0
2015-03-21,12,1.0
2015-10-09,12,1.0
2015-10-18,12,1.0
2015-10-27,12,1.0
2016-04-24,12,1.0
2017-05-02,12,1.0
2017-06-11,12,1.0
2013-12-29,33,1.0
2014-07-01,33,1.0
2014-07-19,33,1.0
2017-03-02,33,1.0
2017-03-20,33,1.0
2013-04-12,19,1.0
2013-09-30,19,1.0
2013-10-09,19,1.0
2015-05-25,19,1.0
2016-06-01,19,1.0
2017-06-18,19,1.0
2017-06-27,19,1.0
2013-05-17,36,1.0
2015-06-29,36,1.0
2015-07-08,36,1.0
2017-08-01,36,1.0
2017-08-10,36,1.0
2014-06-06,41,1.0
2014-12-16,41,1.0
2015-06-14,41,1.0
2017-02-14,41,1.0
2013-06-29,28,1.0
2014-07-16,28,1.0
2014-07-25,28,1.0
2015-08-11,28,1.0
2013-07-14,10,1.0
2014-02-01,10,1.0
2014-07-31,10,1.0
2014-08-09,10,1.0
2015-02-18,10,1.0
2016-03-15,10,1.0
2017-04-01,10,1.0
2015-08-24,43,1.0
2016-08-31,43,1.0
2017-02-27,43,1.0
2013-07-18,40,1.0
2014-08-17,40,1.0
2014-09-04,40,1.0
2016-10-07,40,1.0
2016-10-16,40,1.0
2014-02-04,15,1.0
2014-08-03,15,1.0
2016-03-09,15,1.0
2016-03-18,15,1.0
2016-03-27,15,1.0
2016-10-15,15,1.0
2014-06-27,18,1.0
2015-01-24,18,1.0
2016-02-01,18,1.0
2013-06-16,13,1.0
2013-12-26,13,1.0
2013-05-23,31,1.0
2013-11-19,31,1.0
2015-06-26,31,1.0
2016-07-12,31,1.0
2016-07-21,31,1.0
2013-08-30,17,1.0
2014-02-26,17,1.0
2014-09-16,17,1.0
2014-09-25,17,1.0
2016-10-28,17,1.0
2017-05-18,17,1.0
2015-11-19,39,1.0
2016-06-08,39,1.0
2016-06-17,39,1.0
2013-10-06,14,1.0
2015-11-18,14,1.0
2016-06-07,14,1.0
2013-07-11,5,1.0
2015-02-24,5,1.0
2015-08-23,5,1.0
2015-09-01,5,1.0
2015-09-10,5,1.0
2017-04-25,5,1.0
2013-05-19,16,1.0
2014-05-27,16,1.0
2014-06-05,16,1.0
2015-07-01,16,1.0
2015-12-01,29,1.0
2015-12-10,29,1.0
2014-03-17,27,1.0
2014-03-26,27,1.0
2014-09-22,27,1.0
2015-11-09,27,1.0
2016-05-02,42,1.0
2016-11-07,42,1.0
2016-08-02,21,1.0
2017-02-07,21,1.0
2013-02-25,37,1.0
2015-10-19,37,1.0
2015-09-14,20,1.0
2015-09-23,20,1.0
2016-09-21,20,1.0
2016-09-30,20,1.0
2016-02-08,38,1.0
2016-09-06,38,1.0
2016-09-15,38,1.0
2013-04-27,1,1.0
2016-06-25,1,1.0
2017-08-12,1,1.0
2015-10-15,22,1.0
2013-06-01,26,2.0
2015-01-03,36,2.0
2017-02-14,36,2.0
2013-12-20,41,2.0
2013-04-23,49,2.0
2013-10-29,49,2.0
2013-03-31,24,2.0
2014-11-23,24,2.0
2015-03-12,20,2.0
2014-05-14,9,2.0
2015-02-19,43,2.0
2016-09-03,43,2.0
2014-03-11,40,2.0
2016-04-22,40,2.0
2013-08-20,15,2.0
2015-09-14,15,2.0
2015-09-23,15,2.0
2016-04-12,15,2.0
2016-04-21,15,2.0
2017-04-29,15,2.0
2015-01-18,31,2.0
2017-03-01,31,2.0
2013-02-21,2,2.0
2015-04-14,2,2.0
2015-04-23,2,2.0
2016-12-10,17,2.0
2015-06-03,14,2.0
2013-04-13,39,2.0
2015-12-14,39,2.0
2016-07-03,39,2.0
2013-02-02,5,2.0
2013-07-23,5,2.0
2013-08-23,5,2.0
2014-02-28,5,2.0
2015-03-08,5,2.0
2015-10-05,5,2.0
2013-09-21,27,2.0
2014-03-29,27,2.0
2015-05-07,27,2.0
2015-05-16,27,2.0
2015-11-12,27,2.0
2014-06-17,1,2.0
2017-02-16,1,2.0
2017-08-15,1,2.0
2015-09-02,38,2.0
2013-06-03,6,2.0
2013-12-13,6,2.0
2014-06-20,6,2.0
2016-02-03,6,2.0
2014-10-19,7,2.0
2015-11-05,7,2.0
2016-05-16,7,2.0
2016-11-12,7,2.0
2017-06-20,7,2.0
2014-11-07,4,2.0
2015-06-15,4,2.0
2016-06-22,4,2.0
2016-07-01,4,2.0
2017-07-09,4,2.0
2013-03-13,37,2.0
2015-04-25,37,2.0
2015-05-04,37,2.0
2015-12-01,37,2.0
2016-05-20,37,2.0
2015-01-25,51,2.0
2015-07-15,51,2.0
2016-02-11,51,2.0
2016-08-22,51,2.0
2017-02-18,51,2.0
2017-02-27,51,2.0
2014-08-26,32,0.0
2014-09-04,32,0.0
2014-09-13,32,0.0
2016-04-10,32,0.0
2016-10-07,32,0.0
2016-10-16,32,0.0
2016-10-25,32,0.0
2017-05-15,32,0.0
2013-06-17,30,0.0
2013-06-26,30,0.0
2014-01-23,30,0.0
2014-07-26,30,0.0
2014-08-04,30,0.0
2015-02-09,30,0.0
2016-09-15,30,0.0
2016-09-24,30,0.0
2013-07-21,35,0.0
2015-08-15,35,0.0
2015-08-24,35,0.0
2015-09-02,35,0.0
2014-05-21,26,0.0
2015-05-29,26,0.0
2015-06-07,26,0.0
2015-12-04,26,0.0
2017-01-11,26,0.0
2017-01-20,26,0.0
2017-07-19,26,0.0
2017-07-28,26,0.0
2013-09-25,54,0.0
2016-05-18,54,0.0
2016-05-27,54,0.0
2015-01-28,25,0.0
2015-08-14,25,0.0
2014-11-11,16,0.0
2014-11-20,16,0.0
2015-12-07,16,0.0
2017-01-10,16,0.0
2017-07-31,16,0.0
2016-08-11,13,0.0
2016-04-09,22,0.0
2016-01-18,53,0.0
2016-01-27,53,0.0
2015-06-11,41,0.0
2017-07-09,1,0.0
2013-05-17,28,0.0
2017-02-26,23,0.0
2015-10-28,29,0.0
2015-12-29,25,3.0
2013-06-29,14,3.0
2014-01-11,19,3.0
2014-02-13,1,3.0
2013-07-10,49,3.0
2013-07-28,49,3.0
2014-08-05,49,3.0
2014-08-14,49,3.0
2017-05-07,51,3.0
2013-09-28,38,3.0
2015-01-05,7,3.0
2014-03-01,6,3.0
2014-09-06,6,3.0
2017-04-29,6,3.0
2013-04-29,50,3.0
2013-11-08,50,3.0
2015-06-15,50,3.0
2014-01-23,24,3.0
2016-03-10,24,3.0
2016-09-06,24,3.0
2016-09-15,24,3.0
2016-09-24,24,3.0
2013-07-27,11,3.0
2016-03-28,11,3.0
2016-04-15,11,3.0
2013-05-19,2,3.0
2013-12-07,2,3.0
2017-02-13,2,3.0
2013-01-07,34,3.0
2015-02-19,34,3.0
2015-08-18,34,3.0
2015-08-27,34,3.0
2016-03-07,34,3.0
2016-03-16,34,3.0
2016-10-04,34,3.0
2013-07-14,9,3.0
2014-01-23,9,3.0
2014-07-22,9,3.0
2015-08-08,9,3.0
2015-08-17,9,3.0
2016-03-15,9,3.0
2016-09-02,9,3.0
2014-09-09,8,4.0
2014-09-18,8,4.0
2015-03-08,8,4.0
2016-04-24,8,4.0
2016-10-21,8,4.0
2016-10-30,8,4.0
2013-09-06,48,4.0
2014-02-24,48,4.0
2014-03-14,48,4.0
2013-06-08,49,4.0
2015-01-13,49,4.0
2015-01-22,49,4.0
2016-02-08,49,4.0
2017-03-14,49,4.0
2014-08-03,11,4.0
2016-09-02,34,4.0
2013-06-07,24,4.0
2015-07-11,24,4.0
2013-04-01,50,4.0
2013-10-07,50,4.0
2017-07-04,50,4.0
2015-03-23,3,4.0
2016-10-18,3,4.0
2016-10-13,46,4.0
2014-12-30,9,4.0
2014-03-08,38,4.0
2014-08-05,48,5.0
2016-02-09,48,5.0
2013-08-10,50,5.0
2013-03-11,47,5.0
2013-03-20,47,5.0
2015-04-14,47,5.0
2017-06-13,47,5.0
2015-05-24,49,5.0
2015-12-03,49,5.0
2016-07-10,49,5.0
2013-01-08,45,5.0
2013-08-07,45,5.0
2017-05-04,45,5.0
2016-08-16,46,5.0
2013-06-10,3,5.0
2013-12-29,3,5.0
2014-07-28,3,5.0
2015-01-06,3,5.0
2013-10-02,47,6.0
2016-06-03,47,6.0
2015-06-15,44,6.0
2014-02-01,3,6.0
2013-02-11,45,6.0
2013-08-19,45,6.0
2014-02-28,45,6.0
2014-10-06,45,6.0
2014-12-07,49,6.0
2017-01-22,49,6.0
2015-12-24,34,6.0
2016-07-31,46,7.0
2013-01-19,45,7.0
2016-04-01,45,7.0
2016-04-10,45,7.0
2014-02-08,47,8.0
2013-03-31,46,8.0
2015-11-22,46,8.0
2015-07-05,48,8.0
2014-12-23,3,9.0
2013-12-23,48,9.0
2016-12-23,49,9.0
2015-12-26,46,9.0
2013-03-09,44,8.0
2015-10-31,44,8.0
2014-04-20,44,9.0
2017-01-05,44,7.0
2013-02-07,23,1.0
2015-03-22,23,1.0
2016-06-22,23,1.0
2016-07-01,23,1.0
2013-11-07,12,1.0
2014-01-09,12,1.0
2015-01-17,12,1.0
2015-01-26,12,1.0
2015-07-16,12,1.0
2017-03-09,12,1.0
2013-04-12,33,1.0
2013-10-18,33,1.0
2014-10-26,33,1.0
2015-04-01,33,1.0
2015-06-03,33,1.0
2016-06-19,33,1.0
2013-06-05,19,1.0
2013-12-02,19,1.0
2014-08-15,19,1.0
2015-01-19,19,1.0
2017-04-16,19,1.0
2017-04-25,19,1.0
2014-08-14,36,1.0
2015-02-23,36,1.0
2017-04-15,36,1.0
2014-02-09,41,1.0
2015-04-21,41,1.0
2016-03-23,41,1.0
2016-11-16,41,1.0
2013-09-09,28,1.0
2013-10-15,28,1.0
2014-04-26,28,1.0
2014-05-05,28,1.0
2014-09-26,28,1.0
2016-06-16,28,1.0
2013-05-03,10,1.0
2016-05-17,10,1.0
2014-03-03,43,1.0
2014-03-12,43,1.0
2016-05-02,43,1.0
2016-11-11,43,1.0
2013-05-07,40,1.0
2013-05-16,40,1.0
2013-10-20,40,1.0
2015-04-26,40,1.0
2016-01-07,40,1.0
2016-06-12,40,1.0
2013-03-22,15,1.0
2014-06-01,15,1.0
2015-11-13,15,1.0
2015-11-22,15,1.0
2016-04-13,18,1.0
2017-07-06,18,1.0
2017-07-15,18,1.0
2014-05-01,13,1.0
2015-04-03,13,1.0
2016-10-16,13,1.0
2013-09-17,31,1.0
2014-01-30,31,1.0
2014-09-25,31,1.0
2017-04-12,31,1.0
2017-04-21,31,1.0
2014-06-09,17,1.0
2017-03-16,17,1.0
2016-04-06,39,1.0
2016-08-28,39,1.0
2013-12-08,14,1.0
2015-07-24,14,1.0
2015-08-02,14,1.0
2016-01-29,14,1.0
2016-08-09,14,1.0
2017-03-17,14,1.0
2015-12-27,5,1.0
2016-05-23,5,1.0
2016-07-07,5,1.0
2017-02-12,5,1.0
2013-07-12,16,1.0
2014-03-25,16,1.0
2014-09-21,16,1.0
2016-03-13,16,1.0
2016-05-15,16,1.0
2015-07-28,29,1.0
2016-03-27,29,1.0
2016-10-06,29,1.0
2016-10-15,29,1.0
2013-12-22,54,1.0
2013-06-25,27,1.0
2014-05-28,27,1.0
2016-02-25,27,1.0
2016-07-13,42,1.0
2016-07-22,42,1.0
2016-08-27,42,1.0
2017-08-09,25,1.0
2015-08-27,21,1.0
2017-04-11,21,1.0
2017-05-26,21,1.0
2016-03-17,4,1.0
2015-08-26,37,1.0
2016-07-29,20,1.0
2017-05-16,38,1.0
2016-04-23,1,1.0
2015-05-02,35,1.0
2016-12-24,35,1.0
2016-10-09,42,2.0
2017-01-08,53,2.0
2015-10-04,36,2.0
2016-10-16,21,2.0
2014-09-21,24,2.0
2014-07-26,19,2.0
2014-09-27,19,2.0
2016-06-26,20,2.0
2014-07-25,9,2.0
2013-09-07,43,2.0
2014-11-03,43,2.0
2015-05-02,43,2.0
2016-12-15,43,2.0
2017-08-10,43,2.0
2013-09-15,18,2.0
2013-09-24,18,2.0
2014-04-05,18,2.0
2014-10-02,18,2.0
2015-12-18,40,2.0
2013-05-31,15,2.0
2014-05-12,15,2.0
2015-07-22,15,2.0
2013-07-28,31,2.0
2014-02-15,31,2.0
2013-05-26,17,2.0
2017-02-02,17,2.0
2013-01-03,14,2.0
2015-04-01,14,2.0
2016-09-12,14,2.0
2017-03-20,14,2.0
2015-03-15,39,2.0
2013-11-03,5,2.0
2013-12-09,5,2.0
2014-05-02,5,2.0
2015-05-10,5,2.0
2013-11-23,27,2.0
2015-07-18,27,2.0
2015-07-27,27,2.0
2015-09-01,27,2.0
2014-08-28,1,2.0
2015-04-23,1,2.0
2016-10-18,1,2.0
2017-06-13,1,2.0
2014-06-05,38,2.0
2014-12-02,38,2.0
2014-04-09,6,2.0
2016-04-15,6,2.0
2015-07-02,7,2.0
2015-09-03,7,2.0
2016-09-19,7,2.0
2014-08-27,4,2.0
2015-01-18,4,2.0
2016-04-20,4,2.0
2016-04-29,4,2.0
2016-10-26,4,2.0
2014-02-04,37,2.0
2014-06-28,37,2.0
2015-02-12,37,2.0
2015-02-21,37,2.0
2017-04-04,37,2.0
2013-03-31,51,2.0
2015-03-20,51,2.0
2015-12-01,51,2.0
2016-06-11,51,2.0
2013-10-11,32,0.0
2013-10-20,32,0.0
2014-12-30,32,0.0
2015-06-05,32,0.0
2015-06-14,32,0.0
2015-07-20,32,0.0
2016-06-21,32,0.0
2016-12-18,32,0.0
2013-04-06,30,0.0
2014-11-29,30,0.0
2014-12-08,30,0.0
2015-06-06,30,0.0
2017-01-19,30,0.0
2017-06-25,30,0.0
2013-04-09,35,0.0
2014-12-02,35,0.0
2015-10-26,35,0.0
2015-11-04,35,0.0
2016-11-11,35,0.0
2017-06-19,35,0.0
2017-08-03,35,0.0
2015-08-18,26,0.0
2015-09-23,26,0.0
2015-10-02,26,0.0
2014-06-26,54,0.0
2013-04-21,25,0.0
2015-06-03,25,0.0
2015-06-12,25,0.0
2015-12-13,25,0.0
2017-05-22,25,0.0
2016-02-26,16,0.0
2017-04-19,16,0.0
2014-03-19,13,0.0
2015-11-11,13,0.0
2016-11-18,13,0.0
2015-12-14,22,0.0
2016-01-19,22,0.0
2016-01-28,22,0.0
2016-07-07,10,0.0
2016-11-28,10,0.0
2013-09-11,28,0.0
2015-10-10,22,3.0
2017-05-11,52,3.0
2015-04-05,20,3.0
2014-12-20,1,3.0
2013-01-16,48,3.0
2017-02-16,48,3.0
2013-05-17,49,3.0
2013-06-08,51,3.0
2014-06-29,38,3.0
2014-09-01,7,3.0
2014-05-03,6,3.0
2013-09-06,50,3.0
2014-02-24,50,3.0
2015-10-19,50,3.0
2015-05-14,24,3.0
2016-11-17,24,3.0
2017-01-19,24,3.0
2017-07-31,24,3.0
2017-08-09,24,3.0
2016-01-25,11,3.0
2016-06-17,11,3.0
2013-01-13,2,3.0
2013-03-17,2,3.0
2015-02-25,2,3.0
2015-03-06,2,3.0
2015-04-23,34,3.0
2015-05-02,34,3.0
2015-06-07,34,3.0
2016-12-15,34,3.0
2014-03-27,9,3.0
2014-09-23,9,3.0
2014-10-02,9,3.0
2017-01-10,9,3.0
2013-11-03,8,4.0
2014-06-29,8,4.0
2014-11-11,8,4.0
2016-07-05,8,4.0
2016-07-14,8,4.0
2016-08-10,8,4.0
2016-08-19,8,4.0
2016-08-24,48,4.0
2016-11-17,49,4.0
2016-07-04,11,4.0
2013-02-07,34,4.0
2013-01-28,24,4.0
2013-08-09,24,4.0
2013-09-23,24,4.0
2016-04-19,24,4.0
2013-08-05,50,4.0
2014-08-13,50,4.0
2016-08-19,50,4.0
2017-02-28,50,4.0
2017-06-26,46,4.0
2014-03-04,9,4.0
2014-08-31,9,4.0
2017-05-13,2,4.0
2015-12-30,6,4.0
2013-12-19,34,5.0
2013-12-28,34,5.0
2013-06-08,50,5.0
2015-02-10,47,5.0
2016-07-11,47,5.0
2017-02-16,47,5.0
2017-06-03,8,5.0
2015-05-25,45,5.0
2013-01-21,46,5.0
2013-10-04,46,5.0
2015-03-05,46,5.0
2015-09-14,46,5.0
2015-09-23,46,5.0
2015-10-07,3,5.0
2017-07-06,3,5.0
2014-07-03,47,6.0
2016-08-14,47,6.0
2013-09-06,44,6.0
2014-02-24,44,6.0
2016-09-20,44,6.0
2016-09-29,44,6.0
2017-04-10,44,6.0
2013-04-01,46,6.0
2016-04-23,49,6.0
2017-04-30,52,6.0
2014-02-09,46,7.0
2013-03-31,48,7.0
2016-05-15,48,7.0
2016-06-12,45,7.0
2014-11-09,47,8.0
2017-02-04,47,8.0
2013-01-27,46,8.0
2017-05-28,45,8.0
2015-05-03,48,8.0
2013-12-24,9,8.0
2014-12-14,45,9.0
2014-12-22,47,9.0
2017-01-27,44,8.0
2013-06-21,44,7.0
2013-11-26,23,1.0
2014-01-10,23,1.0
2014-05-25,23,1.0
2015-07-21,23,1.0
2015-08-26,23,1.0
2015-09-04,23,1.0
2016-01-17,23,1.0
2016-09-11,23,1.0
2014-02-23,12,1.0
2014-03-22,12,1.0
2014-03-31,12,1.0
2014-09-04,12,1.0
2016-05-12,12,1.0
2016-10-16,12,1.0
2016-10-25,12,1.0
2016-11-30,12,1.0
2014-02-07,33,1.0
2015-02-24,33,1.0
2015-08-23,33,1.0
2016-01-27,33,1.0
2013-09-12,19,1.0
2013-10-18,19,1.0
2014-03-24,19,1.0
2016-05-23,19,1.0
2016-06-19,19,1.0
2016-06-28,19,1.0
2014-05-25,36,1.0
2014-06-30,36,1.0
2016-06-18,36,1.0
2016-08-20,36,1.0
2017-01-24,36,1.0
2013-04-14,41,1.0
2013-12-26,41,1.0
2014-07-03,41,1.0
2015-05-27,41,1.0
2015-06-05,41,1.0
2015-12-15,41,1.0
2016-06-12,41,1.0
2017-03-04,41,1.0
2013-07-08,28,1.0
2013-11-20,28,1.0
2014-01-04,28,1.0
