date,store_nbr,item_nbr,unit_sales,onpromotion
2016-04-05,40,265672,2.0,0.0
2014-10-22,38,732006,1.0,0.0
2016-12-20,11,2007186,1.0,0.0
2014-09-25,5,1695931,13.055,0.0
2014-10-20,6,939662,13.0,0.0
2014-05-16,10,623317,3.964,0.0
2015-03-10,35,514730,1.0,0.0
2013-07-26,3,1143691,5.0,2.0
2016-05-09,2,1695932,4.352,0.0
2015-10-08,26,264452,5.0,0.0
2015-03-20,47,364738,92.0,0.0
2015-10-27,8,1021281,4.0,0.0
2015-02-17,39,472658,5.0,0.0
2017-05-06,38,1463770,3.0,0.0
2017-01-05,54,1121615,4.0,0.0
2017-06-16,6,1279049,1.0,0.0
2014-07-02,18,115850,3.0,0.0
2014-07-25,13,1313222,2.0,0.0
2015-02-01,36,1401735,3.0,0.0
2015-10-18,22,1695907,7.458999999999999,0.0
2015-01-12,38,153078,3.0,0.0
2013-04-29,31,586969,7.0,2.0
2016-08-14,39,1932980,5.0,1.0
2016-11-25,7,2005984,3.0,0.0
2015-09-04,38,219150,8.0,0.0
2016-07-02,8,771157,4.0,0.0
2014-10-19,43,1686668,12.0,0.0
2014-09-10,9,1239954,3.0,0.0
2014-03-25,41,1695904,3.626,2.0
2017-03-01,36,723184,7.0,1.0
2016-06-06,8,1930967,8.0,0.0
2015-10-06,4,1463786,17.0,0.0
2014-08-13,33,114790,6.0,0.0
2016-02-21,49,1334068,1.0,0.0
2013-07-05,36,265559,34.0,2.0
2014-11-13,40,1695815,8.0,0.0
2017-04-05,46,1118683,4.0,0.0
2013-07-23,2,1082391,2.0,2.0
2016-01-19,38,1457001,3.0,0.0
2014-06-11,49,470762,6.0,0.0
2013-10-20,51,1064018,3.0,2.0
2016-05-29,22,1457417,2.0,0.0
2013-10-02,17,1037857,12.0,2.0
2014-09-13,31,116311,2.0,0.0
2015-09-14,8,671699,0.904,0.0
2016-06-20,36,422452,6.0,0.0
2016-08-31,39,212550,2.0,0.0
2014-10-13,39,1463603,6.0,0.0
2017-07-23,33,1404385,1.0,0.0
2016-03-16,46,365264,8.0,0.0
2014-01-28,15,1179580,1.0,2.0
2017-05-20,33,559873,13.0,0.0
2017-05-27,5,816606,4.0,0.0
2014-03-08,37,1082907,3.0,2.0
2016-02-14,27,957096,2.0,0.0
2016-09-28,33,246052,2.0,0.0
2014-08-01,10,1003679,1.0,0.0
2014-10-22,3,683720,6.0,0.0
2016-05-16,25,407499,6.0,0.0
2014-02-03,37,730258,2.0,2.0
2017-02-10,37,740726,1.0,0.0
2015-09-08,42,358515,5.0,0.0
2016-04-15,41,953609,1.0,0.0
2013-11-02,26,1146803,4.0,2.0
2015-12-18,13,1920084,17.0,0.0
2013-07-05,46,557286,6.0,2.0
2017-03-28,8,2028217,1.0,0.0
2014-10-26,54,414426,5.0,0.0
2015-08-08,24,153078,3.0,0.0
2016-09-24,3,268662,1.0,0.0
2015-09-23,8,929893,5.0,0.0
2017-04-18,36,2048421,4.0,0.0
2013-02-01,18,1047717,3.0,2.0
2017-04-01,31,1576316,1.0,0.0
2016-04-15,28,982727,2.0,0.0
2015-07-04,39,358232,1.0,0.0
2013-08-20,32,622958,3.0,2.0
2015-04-23,5,870546,4.0,0.0
2015-06-04,2,1418846,1.0,0.0
2013-07-27,2,959502,2.0,2.0
2013-07-31,37,968937,7.0,2.0
2014-04-07,37,463901,1.0,0.0
2013-01-14,48,454596,8.0,2.0
2013-01-16,28,885543,8.0,2.0
2016-01-15,23,111397,9.0,0.0
2014-05-03,46,155607,1.0,0.0
2013-01-06,27,881701,7.0,2.0
2015-03-04,48,1146802,24.0,0.0
2016-08-31,28,1354380,4.0,0.0
2015-04-22,5,575876,1.0,0.0
2017-03-16,3,2003389,1.0,0.0
2017-08-13,47,833395,6.0,1.0
2016-12-10,48,211206,7.0,0.0
2013-03-04,34,1047721,18.0,2.0
2017-06-05,38,723184,1.0,0.0
2017-08-15,7,870938,2.0,0.0
2017-03-02,7,1696020,27.0,0.0
2016-01-22,11,1695966,2.584,0.0
2013-08-28,43,583975,14.096,2.0
2015-09-15,20,1458329,5.0,0.0
2016-01-09,9,1457031,5.0,0.0
2015-12-03,30,938566,20.0,0.0
2014-10-29,48,1457337,9.0,0.0
2017-03-27,11,926958,1.0,0.0
2017-08-13,50,1473404,19.0,0.0
2013-06-17,1,1089045,1.0,2.0
2013-09-23,8,788708,4.92,2.0
2016-04-22,50,1346643,1.0,0.0
2016-07-08,8,699687,47.602,1.0
2014-03-08,8,1086172,1.0,2.0
2017-08-15,37,1239954,2.0,0.0
2017-03-19,51,1393033,2.0,0.0
2017-06-04,4,265279,8.0,0.0
2015-01-02,41,1124973,12.0,0.0
2017-07-01,41,1986603,19.0,0.0
2015-09-22,11,1457256,7.0,0.0
2013-05-11,33,264751,14.0,2.0
2015-12-27,8,1929795,28.0,0.0
2016-10-06,54,1079214,1.0,1.0
2016-01-18,45,843411,4.0,0.0
2014-06-17,4,1119217,1.0,0.0
2016-07-04,43,1165989,6.0,0.0
2016-11-22,5,939210,3.0,0.0
2016-09-22,33,749720,1.0,0.0
2015-06-09,8,1229028,16.0,0.0
2016-12-30,23,1101724,4.0,0.0
2016-05-15,25,464302,2.0,0.0
2016-11-15,17,1121615,10.0,0.0
2014-07-10,41,812716,4.0,0.0
2016-10-10,3,1331068,3.0,0.0
2014-07-01,2,208699,3.0,0.0
2015-09-22,36,1463898,22.0,0.0
2014-12-10,31,457556,9.0,0.0
2017-05-09,27,1346625,1.0,0.0
2014-02-24,10,1079254,3.0,2.0
2014-06-05,34,308924,3.0,0.0
2016-02-14,53,1018617,7.0,0.0
2013-09-03,47,559873,9.0,2.0
2013-01-05,2,949053,4.0,2.0
2016-09-23,46,1394349,2.0,0.0
2016-08-01,44,584028,90.931,1.0
2017-06-02,27,1360010,9.0,1.0
2015-06-28,16,1239794,4.0,0.0
2016-03-03,24,1909408,2.0,0.0
2017-07-25,7,268834,5.0,0.0
2016-04-19,33,574898,4.0,0.0
2014-07-05,46,1463595,5.0,0.0
2014-11-09,31,1121616,9.0,0.0
2014-01-29,17,1167614,7.0,2.0
2016-03-20,50,1695940,6.286,0.0
2017-03-05,53,1473480,0.7249999999999999,0.0
2016-02-29,9,1146803,8.0,0.0
2015-02-28,40,838406,2.0,0.0
2015-03-02,45,1239792,17.0,0.0
2016-11-03,5,269084,2.0,0.0
2016-09-21,47,308726,8.0,0.0
2016-04-17,36,564274,1.0,0.0
2013-04-07,44,364865,2.0,2.0
2014-08-08,41,428488,3.0,0.0
2013-11-06,3,116017,15.0,2.0
2015-07-22,45,1397061,24.0,0.0
2015-06-21,45,930247,3.0,0.0
2016-06-08,39,454596,3.0,0.0
2014-02-28,39,507870,10.0,2.0
2014-06-26,6,1159726,5.0,0.0
2017-02-25,50,732007,11.0,0.0
2016-04-15,33,2010456,1.0,0.0
2015-07-25,39,1489908,5.45,0.0
2017-05-01,12,1457416,3.0,0.0
2017-06-26,5,801217,2.0,0.0
2013-03-18,30,265279,13.0,2.0
2015-06-19,51,1473403,42.58,0.0
2016-10-09,37,1109325,9.0,0.0
2014-12-19,11,364738,1.0,0.0
2017-04-13,40,1354388,1.0,1.0
2016-11-09,16,1342007,2.0,0.0
2014-01-25,2,1171140,11.0,2.0
2017-02-09,48,1114567,2.0,0.0
2015-03-26,20,1105214,5.0,0.0
2017-04-18,43,809882,6.0,0.0
2016-11-20,25,507479,1.0,0.0
2016-02-18,30,1239871,4.833,0.0
2015-08-13,46,1084881,15.0,0.0
2016-05-05,15,115893,3.0,0.0
2017-01-25,31,838832,3.0,0.0
2017-02-27,24,1914276,2.0,1.0
2013-09-16,35,1084882,1.0,2.0
2017-03-21,17,1179109,2.0,0.0
2014-07-07,7,1346631,8.0,0.0
2017-03-24,27,816606,4.0,0.0
2013-10-30,48,308924,1.0,2.0
2016-12-29,19,1371395,1.0,0.0
2013-08-11,7,839545,9.0,2.0
2013-01-23,17,271478,2.0,2.0
2015-09-28,13,1239808,7.0,0.0
2017-06-15,41,1229591,1.0,0.0
2013-03-25,46,841583,4.0,2.0
2016-03-12,10,874598,4.0,0.0
2014-10-07,1,1695836,9.233,0.0
2015-07-23,13,1457229,1.0,0.0
2016-03-11,39,1094238,3.0,0.0
2015-09-23,46,583799,11.133,0.0
2017-02-02,48,116017,38.0,0.0
2016-12-02,7,915980,1.0,0.0
2014-10-27,27,1660272,5.0,0.0
2015-07-22,18,158956,4.0,0.0
2016-01-05,47,1457518,6.0,0.0
2016-11-23,31,1960892,22.0,1.0
2013-10-04,35,554152,1.0,2.0
2014-05-07,10,767184,2.0,0.0
2013-01-06,7,271479,21.0,2.0
2014-09-21,31,510052,12.0,0.0
2014-12-03,41,358561,5.0,0.0
2015-09-04,51,1460019,3.0,0.0
2016-09-11,47,1695978,16.403,0.0
2016-04-25,19,804932,4.0,0.0
2015-02-04,16,962601,3.0,0.0
2016-04-02,50,1696044,9.111,0.0
2013-06-18,50,671079,5.0,2.0
2016-01-05,9,698642,10.0,0.0
2013-01-12,38,946671,3.0,2.0
2015-12-16,29,472526,4.0,0.0
2015-06-01,51,368628,29.0,0.0
2014-04-02,7,470624,9.0,0.0
2014-11-18,30,1239819,1.0,0.0
2016-01-11,49,1489833,35.0,0.0
2015-03-10,4,1072167,2.0,0.0
2014-05-01,8,617103,18.0,0.0
2015-04-08,14,851982,2.0,0.0
2014-01-25,3,279157,13.0,2.0
2017-03-25,45,1157561,46.0,0.0
2014-07-03,50,890371,7.0,0.0
2014-02-02,12,977007,2.0,2.0
2014-03-20,28,518094,3.0,2.0
2017-03-05,10,2010498,2.0,0.0
2014-02-11,6,939130,9.0,2.0
2016-04-14,39,471985,1.0,0.0
2016-07-26,34,1332103,3.0,0.0
2016-10-30,50,171890,1.0,0.0
2016-07-30,23,1014864,4.0,0.0
2014-05-04,16,1057034,3.0,0.0
2015-06-22,46,1415679,1.0,0.0
2016-09-02,17,953562,1.0,0.0
2016-11-04,12,1152355,2.0,0.0
2014-05-20,32,223136,1.0,0.0
2014-03-17,30,1576317,1.0,2.0
2014-06-04,13,1239819,9.0,0.0
2016-03-12,53,789224,13.0,0.0
2015-06-14,1,1075891,1.0,0.0
2015-04-29,4,1114761,4.0,0.0
2016-02-27,8,1428330,14.0,0.0
2014-03-10,37,419729,3.0,2.0
2017-05-12,12,269084,1.0,0.0
2015-02-02,47,220435,69.0,0.0
2016-09-26,10,1239790,2.0,0.0
2016-06-14,11,508947,1.0,0.0
2016-09-12,9,844795,2.0,0.0
2017-04-26,53,1239899,1.476,0.0
2016-01-03,5,211206,3.0,0.0
2016-06-24,38,1463784,1.0,0.0
2016-02-16,43,164647,7.0,0.0
2016-11-14,50,1920084,17.0,0.0
2016-06-21,50,865155,1.0,0.0
2017-03-30,21,1473394,14.528,0.0
2014-04-30,49,1072167,5.0,0.0
2014-07-03,47,358231,20.0,0.0
2016-02-24,36,1112450,7.0,0.0
2017-08-14,25,805321,1.0,0.0
2013-08-18,2,158788,9.0,2.0
2017-06-07,12,953562,4.0,0.0
2015-10-24,31,1463437,5.0,0.0
2017-07-05,28,1404385,1.0,0.0
2013-02-20,25,668752,4.0,2.0
2015-08-27,41,1229025,3.0,0.0
2014-10-18,16,264305,77.0,0.0
2017-07-29,28,838217,4.0,0.0
2016-01-02,33,953404,2.0,0.0
2014-05-08,3,1239782,17.0,0.0
2015-08-25,34,507927,3.0,0.0
2017-06-28,45,213652,21.0,0.0
2017-04-06,7,953413,1.0,0.0
2015-09-02,26,115894,5.0,0.0
2016-05-05,7,1124164,3.0,0.0
2015-03-27,47,645294,7.0,0.0
2015-11-28,20,1457835,2.0,0.0
2014-11-06,53,1473480,0.439,0.0
2015-03-15,26,807495,5.0,0.0
2016-07-25,39,663084,12.0,0.0
2014-05-17,27,634009,3.125,0.0
2013-09-27,39,153398,6.0,2.0
2015-11-06,4,365264,6.0,0.0
2017-04-14,41,1444598,1.0,0.0
2014-09-17,12,404333,2.0,0.0
2017-07-29,26,370042,15.0,0.0
2017-02-01,4,874990,2.0,0.0
2014-06-13,53,414425,2.0,0.0
2014-04-11,32,1091368,2.0,0.0
2016-06-21,42,567750,2.0,0.0
2015-05-03,29,700607,2.0,0.0
2013-02-25,6,525887,3.0,2.0
2016-12-13,9,2018397,7.0,0.0
2016-03-07,12,2002043,1.0,0.0
2016-05-08,8,959500,5.0,0.0
2013-10-25,46,464536,3.0,2.0
2015-06-09,33,821186,3.0,0.0
2014-12-26,39,1304491,1.0,0.0
2017-01-27,42,2045545,6.0,1.0
2014-03-26,33,759894,5.0,2.0
2016-12-28,5,769314,4.0,0.0
2016-02-21,45,106716,16.0,0.0
2014-12-30,3,634008,3.004,0.0
2015-11-01,5,853195,2.0,0.0
2017-07-04,12,2010756,4.0,0.0
2016-11-23,6,1489897,10.0,1.0
2016-10-25,22,457688,3.0,0.0
2017-02-17,20,1178696,1.0,0.0
2016-11-29,51,468265,13.0,1.0
2016-09-17,31,1453123,3.0,1.0
2015-11-29,2,1913600,4.0,0.0
2014-04-28,27,1210038,8.0,0.0
2017-02-16,1,691945,6.0,0.0
2015-09-22,8,1350565,4.0,0.0
2015-10-22,13,305074,1.0,0.0
2016-03-17,11,265672,2.0,0.0
2016-03-19,44,1575239,3.0,0.0
2016-07-18,45,2010456,8.0,0.0
2017-06-07,48,1458848,4.0,0.0
2016-06-06,34,939207,8.0,0.0
2014-09-06,5,264753,1.0,0.0
2017-07-12,43,1016067,2.0,0.0
2016-09-12,24,1463626,5.0,0.0
2016-12-23,29,2028696,3.0,1.0
2017-05-10,20,2046916,1.0,0.0
2016-03-09,53,619969,1.0,0.0
2015-12-10,35,1114903,1.0,0.0
2013-07-02,4,841612,5.0,2.0
2013-07-27,50,570917,6.0,2.0
2017-03-24,41,1364636,2.0,0.0
2014-11-18,25,954553,5.0,0.0
2016-10-18,39,222879,9.0,0.0
2016-08-06,22,1260241,1.0,0.0
2015-11-11,25,1456909,1.0,0.0
2015-04-19,54,851982,2.0,0.0
2016-08-15,49,1464081,2.0,0.0
2015-01-20,33,1176559,3.0,0.0
2016-10-25,43,1317096,1.0,0.0
2014-09-27,25,564110,10.0,0.0
2016-04-09,27,939207,17.0,0.0
2016-04-21,2,358100,9.0,0.0
2014-03-22,23,460804,1.0,2.0
2015-06-22,7,507641,8.0,0.0
2016-01-13,18,769312,4.0,0.0
2016-02-20,12,765518,1.0,0.0
2014-10-17,24,165550,2.0,0.0
2015-08-10,17,1410765,2.0,0.0
2015-08-23,54,557408,1.0,0.0
2016-11-04,12,371130,4.0,0.0
2013-03-09,40,559870,56.0,2.0
2017-06-18,4,1642401,8.0,0.0
2016-07-17,46,1259007,1.0,0.0
2015-10-24,6,1104598,7.0,0.0
2015-10-04,5,1464074,6.0,0.0
2014-10-04,6,940592,8.0,0.0
2013-09-26,18,838216,5.0,2.0
2017-04-12,2,1092008,2.0,0.0
2015-11-23,53,302997,2.0,0.0
2015-06-12,39,1102971,1.0,0.0
2015-07-07,38,315473,1.0,0.0
2015-08-26,17,1695959,9.327,0.0
2017-03-12,45,1965358,3.0,0.0
2014-06-30,33,354918,2.0,1.0
2014-03-29,41,890371,6.0,2.0
2017-08-15,43,517615,3.0,0.0
2016-02-05,14,939130,6.0,0.0
2014-06-17,9,157956,2.0,0.0
2015-02-20,7,1321497,1.0,0.0
2013-10-18,48,839363,29.0,2.0
2016-09-13,4,119023,1.0,0.0
2014-11-09,28,1239871,24.068,0.0
2017-05-20,42,1958231,7.0,0.0
2015-01-12,11,1239807,1.0,0.0
2015-11-09,8,223463,12.0,0.0
2014-12-26,38,1533365,5.0,0.0
2015-12-22,32,1916577,5.0,0.0
2016-12-19,26,1584369,1.0,0.0
2017-07-05,39,888689,11.0,0.0
2014-09-28,27,967021,6.0,0.0
2013-06-22,19,357962,5.0,2.0
2013-11-27,16,648313,1.0,2.0
2013-03-14,13,759893,12.0,2.0
2015-07-26,41,847575,3.0,0.0
2016-12-01,19,1239819,10.0,0.0
2014-08-11,40,1165987,3.0,0.0
2014-06-12,17,502067,3.0,0.0
2017-07-02,19,305344,1.0,0.0
2014-08-13,12,354919,24.0,0.0
2014-02-11,14,1230417,1.0,2.0
2015-08-23,53,517905,3.0,0.0
2015-06-17,2,853196,4.0,0.0
2016-03-24,27,1112839,11.0,0.0
2015-06-03,35,783243,1.0,1.0
2017-02-07,39,1400332,2.0,0.0
2015-03-25,15,1339879,1.0,0.0
2015-08-17,53,1397067,4.0,0.0
2016-12-06,33,502331,36.0,0.0
2016-04-11,20,401911,1.0,0.0
2017-05-21,11,1457256,12.0,0.0
2016-12-22,44,1464217,24.0,0.0
2013-03-30,27,641042,7.0,2.0
2015-09-30,47,911429,11.0,0.0
2017-02-11,28,1992914,10.0,0.0
2017-07-10,47,1457003,1.0,0.0
2014-06-27,54,457928,2.758,0.0
2016-02-02,47,368139,11.0,0.0
2017-02-10,1,1047682,17.0,0.0
2016-09-12,12,584125,2.159,0.0
2015-12-27,3,215356,2.0,0.0
2013-04-21,38,315463,18.0,2.0
2017-07-22,24,1143685,4.0,0.0
2014-03-07,2,507927,2.0,2.0
2017-07-11,9,219147,1.0,0.0
2016-08-05,1,864510,1.0,0.0
2017-05-13,24,155607,4.0,0.0
2016-07-03,33,876223,3.0,0.0
2015-11-08,40,1501579,3.0,0.0
2017-04-26,23,371438,4.0,0.0
2017-05-03,24,732006,1.0,0.0
2017-02-27,9,1958171,5.0,0.0
2015-04-13,47,989092,9.0,0.0
2017-02-06,17,2017241,3.0,0.0
2015-08-03,4,570869,2.0,0.0
2016-10-29,50,1960591,6.0,0.0
2015-12-13,50,1104598,15.0,0.0
2014-04-02,47,1085246,4.289,0.0
2014-10-30,15,864511,6.0,0.0
2014-05-04,45,264576,2.0,0.0
2013-03-30,15,220435,23.0,2.0
2015-03-23,31,1047733,4.0,0.0
2016-09-21,44,1576329,2.0,0.0
2015-05-02,11,1324851,5.0,0.0
2017-08-07,43,888063,1.0,0.0
2015-11-15,43,1235365,2.0,0.0
2016-06-08,11,314384,21.0,0.0
2013-07-06,5,876663,2.0,2.0
2015-08-18,4,1047709,1.0,0.0
2017-06-21,27,1328907,7.0,0.0
2015-03-05,43,220435,12.0,0.0
2017-02-01,23,1502391,5.507,1.0
2014-08-27,24,671062,3.0,0.0
2014-02-18,17,557256,6.0,2.0
2015-07-11,36,1695912,5.396,0.0
2016-07-26,3,802831,22.0,0.0
2015-07-22,18,781936,2.95,0.0
2013-11-01,31,1049595,2.0,2.0
2013-10-04,49,305079,15.0,2.0
2016-03-30,40,413987,7.0,0.0
2017-06-06,47,1989798,11.0,0.0
2014-12-11,49,983310,3.0,0.0
2015-02-09,3,1089044,3.0,0.0
2014-01-20,35,428488,1.0,2.0
2017-04-02,28,1159728,6.0,0.0
2014-09-25,28,559680,2.0,0.0
2016-12-02,29,318847,3.0,0.0
2013-04-11,12,897348,3.0,2.0
2013-04-19,49,584026,0.972,2.0
2016-11-21,39,577743,2.0,0.0
2014-08-10,19,1047775,18.0,0.0
2015-03-08,2,213788,2.0,0.0
2016-10-23,53,122418,2.0,0.0
2013-11-07,3,1176562,7.0,2.0
2015-03-02,25,170791,4.0,0.0
2014-07-05,2,1018878,12.0,0.0
2015-08-07,34,1464133,6.0,0.0
2013-09-22,24,949243,9.0,2.0
2014-01-31,4,1239809,6.0,2.0
2017-01-22,7,1092106,1.6,0.0
2015-04-20,4,937953,1.0,0.0
2016-08-08,9,264751,4.0,1.0
2017-05-27,53,849142,10.0,1.0
2016-02-20,29,1958245,5.0,0.0
2014-06-21,50,838409,9.0,0.0
2014-05-23,34,858872,8.0,0.0
2014-01-25,41,913964,2.0,2.0
2016-02-04,45,1239911,8.0,0.0
2016-11-13,46,557256,20.0,0.0
2014-03-17,14,1057491,5.0,2.0
2015-08-30,19,103501,2.0,0.0
2013-03-06,17,1114566,12.0,2.0
2017-04-04,11,1346630,2.0,0.0
2013-08-24,45,279494,6.0,2.0
2016-03-07,3,456875,6.0,0.0
2015-11-17,32,1621528,4.0,1.0
2013-03-01,50,581742,14.0,2.0
2013-02-18,39,404333,4.0,2.0
2014-09-16,6,1230417,2.0,0.0
2017-06-05,43,1328907,11.0,1.0
2014-02-13,50,1157564,14.0,2.0
2016-03-06,50,812735,3.0,0.0
2015-06-28,6,564533,42.0,0.0
2015-12-26,39,2010498,3.0,0.0
2013-07-24,37,1010755,4.0,2.0
2017-02-28,18,695758,5.836,0.0
2016-02-22,41,1159415,12.0,0.0
2014-09-09,53,679604,4.0,0.0
2016-01-25,24,1686664,23.0,0.0
2017-01-08,54,567779,4.0,0.0
2016-06-13,16,570922,1.0,0.0
2014-10-15,38,1489833,4.0,1.0
2017-04-08,2,1239883,5.321,0.0
2015-02-19,17,759894,8.0,0.0
2013-10-06,27,269036,9.0,2.0
2017-07-30,45,683720,4.0,0.0
2013-10-13,3,315176,121.0,2.0
2013-10-09,46,1158719,19.0,2.0
2014-05-03,51,795611,3.0,0.0
2013-10-26,31,1157462,14.0,2.0
2017-07-14,23,1987709,4.0,0.0
2017-03-24,15,2003709,5.0,0.0
2017-01-09,45,2026597,15.0,0.0
2016-05-13,23,1010752,3.0,0.0
2015-03-29,44,1146785,17.0,0.0
2013-12-08,54,1057515,5.0,2.0
2015-11-26,1,783243,3.0,0.0
2014-01-06,51,830829,5.0,2.0
2014-05-07,17,513853,7.0,0.0
2014-11-13,28,1695828,19.821,0.0
2014-12-15,32,557289,1.0,0.0
2013-07-12,44,750857,2.0,2.0
2017-06-05,27,323921,2.0,0.0
2017-07-21,32,205387,1.0,1.0
2016-08-30,8,1532035,3.0,0.0
2015-12-10,4,402174,4.0,0.0
2015-06-22,1,1466836,1.0,0.0
2016-11-25,46,1092061,2.0,0.0
2017-02-03,31,859966,12.0,0.0
2016-12-09,29,929893,1.0,0.0
2016-06-11,13,464336,3.0,0.0
2017-01-29,51,1346631,4.0,0.0
2016-12-11,48,1415679,6.0,1.0
2015-09-17,45,1695828,29.722,0.0
2015-07-19,7,115611,1.0,0.0
2017-02-24,40,1239860,15.748,1.0
2016-08-08,17,162066,21.0,0.0
2013-02-08,54,991114,1.0,2.0
2016-06-18,5,502331,26.0,0.0
2017-03-07,2,372937,1.0,0.0
2015-09-20,28,724498,10.0,0.0
2013-10-05,3,1009946,1.0,2.0
2017-01-16,43,871421,9.0,0.0
2017-08-13,37,1501524,12.0,0.0
2014-09-13,2,1456952,2.0,0.0
2014-12-09,32,514242,4.0,0.0
2013-10-25,51,315176,142.0,2.0
2014-04-29,3,1047682,25.0,0.0
2016-12-26,40,1105212,39.0,1.0
2013-10-10,18,310647,3.0,2.0
2017-06-12,44,820645,7.0,0.0
2017-01-06,53,2010837,8.986,0.0
2014-11-23,27,1464210,29.0,0.0
2016-07-01,17,1463866,4.0,0.0
2017-05-31,20,1119217,3.0,0.0
2013-06-09,26,770449,23.0,2.0
2016-02-29,26,819231,1.179,0.0
2016-10-16,9,881701,3.0,0.0
2015-08-29,50,1503847,26.059,0.0
2014-08-16,51,838216,23.0,0.0
2014-05-03,11,368624,8.0,0.0
2017-04-30,49,1157699,1.0,0.0
2016-02-01,11,916887,12.0,0.0
2015-12-03,51,1695865,7.07,0.0
2016-07-20,49,1463790,13.0,0.0
2015-05-18,11,360703,10.0,0.0
2016-09-05,16,513853,4.0,0.0
2017-03-11,45,1047758,16.0,0.0
2014-08-18,23,264452,3.0,0.0
2017-04-16,48,749729,2.0,0.0
2017-08-15,25,358564,2.0,0.0
2015-05-16,11,358134,2.0,0.0
2015-02-13,8,1047679,164.0,0.0
2014-12-02,31,1230060,2.0,0.0
2015-06-28,36,1239867,1.409,0.0
2016-12-04,51,1361205,9.0,0.0
2015-07-23,5,1239810,4.0,0.0
2015-12-02,10,1047681,4.0,0.0
2013-11-12,51,575876,2.0,2.0
2016-12-13,40,2007088,4.0,0.0
2013-02-16,8,114778,5.0,2.0
2017-08-03,20,279157,1.0,0.0
2016-04-20,29,1317094,11.0,0.0
2014-01-25,1,315176,13.0,2.0
2016-04-26,33,1165988,16.0,0.0
2017-06-12,45,2011211,5.0,0.0
2015-03-03,47,812725,10.0,0.0
2017-01-28,32,1354382,1.0,0.0
2016-12-22,45,1105211,116.0,0.0
2013-02-22,48,364724,8.0,2.0
2014-09-17,47,1463621,2.0,0.0
2013-02-09,10,409904,12.0,2.0
2014-01-26,38,1146800,16.0,2.0
2017-02-17,11,1152346,1.0,0.0
2014-05-26,46,471980,15.0,0.0
2014-12-16,40,655840,1.0,0.0
2017-06-30,15,1016067,6.0,0.0
2014-03-14,37,165551,4.0,2.0
2014-09-13,4,1642664,6.144,0.0
2016-03-31,23,1157561,4.0,0.0
2016-11-06,16,907671,7.0,0.0
2016-07-02,40,1400330,5.0,0.0
2017-06-05,21,510052,2.0,0.0
2014-12-02,23,641042,9.0,0.0
2013-06-26,2,853195,3.0,2.0
2013-04-05,1,406965,3.0,2.0
2016-12-15,7,1036189,1.093,0.0
2014-08-02,45,1239891,5.464,0.0
2015-08-08,38,1695823,26.0,0.0
2016-11-01,27,211205,9.0,1.0
2016-10-10,36,205486,2.0,0.0
2017-01-15,17,1239841,17.0,0.0
2015-12-01,3,1044592,23.0,0.0
2015-10-21,40,1958217,6.0,0.0
2016-03-27,37,929627,2.0,0.0
2015-09-25,9,1463772,2.0,0.0
2016-06-27,49,258268,13.0,0.0
2014-01-12,3,364738,266.0,2.0
2014-08-17,11,1143685,130.0,0.0
2016-05-09,36,1937039,25.0,0.0
2015-06-16,41,1156724,2.0,0.0
2014-12-02,13,991114,5.0,0.0
2015-02-02,50,1047721,1.0,0.0
2015-11-15,34,1457202,4.0,0.0
2013-08-21,8,119141,4.0,2.0
2016-07-25,47,987308,50.0,0.0
2014-03-30,35,1464070,3.0,2.0
2015-11-01,42,1686663,3.0,0.0
2015-01-11,40,1168718,6.0,0.0
2016-03-01,51,938574,5.0,0.0
2016-09-02,33,108952,2.0,0.0
2014-12-12,27,372480,3.0,0.0
2016-02-19,36,418025,2.0,1.0
2017-05-04,45,699687,21.519,0.0
2015-07-31,38,1372511,1.0,0.0
2014-05-19,8,1176561,1.0,0.0
2013-01-10,24,413987,3.0,2.0
2016-09-25,45,586824,4.0,0.0
2017-05-03,33,1943435,3.0,0.0
2013-12-16,47,268662,60.0,2.0
2016-07-24,42,1489853,4.0,0.0
2016-02-11,14,979195,8.0,0.0
2016-01-02,7,627263,2.0,0.0
2014-12-15,11,1179117,3.0,0.0
2016-02-04,25,268676,8.0,0.0
2014-09-08,11,464333,13.0,0.0
2014-07-08,4,314384,43.0,0.0
2017-04-09,36,414752,8.0,0.0
2017-05-11,30,870545,2.0,1.0
2016-04-30,27,987308,62.0,0.0
2014-09-12,46,158680,6.0,1.0
2016-07-26,47,1473425,13.25,0.0
2016-10-19,13,464339,14.0,0.0
2015-07-02,26,1354711,7.0,0.0
2017-01-21,17,1463771,21.0,0.0
2016-05-07,27,757880,9.0,0.0
2017-07-29,51,1339883,8.0,0.0
2017-07-12,42,1492315,11.0,1.0
2014-11-29,50,357996,13.0,0.0
2013-07-21,48,457471,68.0,2.0
2016-11-06,50,1168684,2.0,0.0
2013-02-14,37,771157,6.0,2.0
2015-10-12,21,751759,5.0,0.0
2015-11-06,24,1913055,1.0,0.0
2016-05-29,3,1503823,19.551,0.0
2014-04-11,4,428054,3.0,0.0
2016-09-29,27,1363877,5.0,0.0
2014-12-02,24,1178697,2.0,0.0
2016-06-06,39,1146803,4.0,0.0
2015-04-06,27,357963,2.0,0.0
2016-06-06,4,1463855,11.0,0.0
2017-04-08,7,1971423,12.0,0.0
2016-11-04,42,1397068,4.0,0.0
2017-04-16,9,1228321,4.0,0.0
2015-02-03,9,890825,3.0,0.0
2015-11-20,36,852110,3.0,0.0
