ORDERKEY,CUSTKEY,PARTKEY,SUPPKEY,ORDERDATE,REVENUE
61670,211552,437662,2000,19950510,524
61670,211552,378631,174,19950510,361
61670,211552,47655,10979,19950510,139
61670,211552,535056,2611,19950510,357
61670,211552,478374,1564,19950510,826
61670,211552,18849,3319,19950510,575
61671,246283,587284,10120,19920717,624
61671,246283,469959,14559,19920717,967
61671,246283,200036,9778,19920717,372
61671,246283,204605,17116,19920717,724
61696,168142,41179,2509,19980215,706
61696,168142,278855,5660,19980215,92
61697,240940,257459,14221,19950518,834
61697,240940,501111,16034,19950518,368
61697,240940,571597,770,19950518,454
61697,240940,228923,16499,19950518,295
61697,240940,305276,17428,19950518,336
61697,240940,166449,2032,19950518,245
61697,240940,301821,4091,19950518,130
61698,68890,302536,4180,19960122,898
61698,68890,309902,1293,19960122,233
61698,68890,509997,8433,19960122,782
61698,68890,502930,784,19960122,839
61698,68890,541410,15651,19960122,136
61698,68890,466179,1297,19960122,336
61699,109741,7312,18729,19950926,64
61699,109741,490134,8551,19950926,462
61699,109741,278460,16563,19950926,816
61699,109741,65516,19238,19950926,713
61700,16369,271158,11884,19970615,149
61700,16369,338106,18305,19970615,336
61700,16369,544965,6206,19970615,872
61700,16369,216084,2767,19970615,983
61700,16369,521175,16044,19970615,264
61701,8311,416059,15225,19980716,695
61702,164173,571570,4717,19970703,332
61702,164173,372039,12729,19970703,138
61702,164173,244895,659,19970703,262
61702,164173,541192,8025,19970703,192
61703,136729,358209,14429,19980712,391
61703,136729,10035,8086,19980712,907
61728,295627,441620,6587,19940226,941
61728,295627,303570,13952,19940226,70
61728,295627,290034,19780,19940226,303
61728,295627,196578,372,19940226,932
61728,295627,273767,11246,19940226,593
61729,1588,115742,14348,19930205,898
61729,1588,73391,2362,19930205,43
61729,1588,478309,8927,19930205,457
61730,289325,551608,4628,19970317,802
61730,289325,261759,12151,19970317,334
61730,289325,171590,7002,19970317,804
61730,289325,297927,19421,19970317,143
61730,289325,252086,6568,19970317,822
61730,289325,195687,6975,19970317,515
61730,289325,307643,5762,19970317,884
61731,268603,351069,802,19930912,573
61731,268603,14833,12008,19930912,457
61732,279841,519960,11376,19970814,592
61732,279841,558364,2203,19970814,946
61733,177559,536678,5516,19920514,424
61734,111295,187566,7878,19950515,977
61734,111295,7450,17864,19950515,793
61734,111295,406414,10043,19950515,345
61735,28553,85853,11176,19930907,657
61735,28553,520501,2189,19930907,846
61735,28553,53527,18940,19930907,14
61760,185801,592606,7819,19960924,239
61760,185801,522575,1985,19960924,603
61760,185801,117368,8469,19960924,649
61760,185801,392920,11021,19960924,881
61760,185801,203686,4284,19960924,897
61761,40738,66036,1832,19920611,619
61762,77608,380031,2916,19980627,925
61762,77608,168021,8556,19980627,783
61762,77608,314090,18660,19980627,1009
61762,77608,93975,6959,19980627,227
61763,252535,449079,14335,19931014,808
61763,252535,258451,7861,19931014,707
61763,252535,379961,14891,19931014,838
61763,252535,188364,19791,19931014,779
61763,252535,233743,16277,19931014,492
61764,222865,282021,12132,19940904,29
61764,222865,526370,8155,19940904,518
61764,222865,289348,11517,19940904,365
61764,222865,65861,19957,19940904,550
61764,222865,519583,16390,19940904,410
61764,222865,223668,13923,19940904,935
61765,163991,514034,7757,19930907,153
61765,163991,557035,5453,19930907,67
61765,163991,283117,2793,19930907,25
61765,163991,339658,6993,19930907,704
61765,163991,226727,18854,19930907,688
61766,88523,596095,9580,19930720,889
61767,102593,61479,792,19960502,295
61767,102593,63452,426,19960502,858
61767,102593,237178,17730,19960502,132
61767,102593,438234,5075,19960502,60
61767,102593,384686,1090,19960502,498
61792,171866,15696,7791,19970612,1019
61792,171866,394980,18005,19970612,409
61792,171866,16746,6452,19970612,715
61792,171866,43723,14428,19970612,690
61792,171866,438062,14825,19970612,1
61792,171866,495943,11972,19970612,597
61792,171866,105224,242,19970612,654
61793,140458,289375,3159,19930101,240
61793,140458,509133,10614,19930101,728
61793,140458,383135,4094,19930101,368
61794,271018,205499,5767,19970223,38
61794,271018,215265,2569,19970223,688
61795,96805,23192,5727,19980119,853
61795,96805,375715,11969,19980119,935
61796,92185,491296,1900,19930314,0
61796,92185,8471,12363,19930314,840
61796,92185,161579,4173,19930314,982
61797,128120,9717,982,19970307,22
61797,128120,98496,8203,19970307,426
61797,128120,11188,2017,19970307,833
61797,128120,229204,16974,19970307,261
61797,128120,230235,19565,19970307,188
61797,128120,154520,4142,19970307,51
61797,128120,213753,3901,19970307,314
61798,211634,336131,506,19940316,776
61798,211634,344774,14376,19940316,634
61798,211634,406844,15067,19940316,801
61798,211634,219765,5055,19940316,29
61798,211634,584872,3402,19940316,262
61799,124852,432041,10397,19940703,1015
61799,124852,100528,14284,19940703,189
61799,124852,570111,9339,19940703,426
61824,173450,243232,14941,19961121,899
61824,173450,185027,3089,19961121,265
61824,173450,541126,3441,19961121,290
61825,60373,29698,8432,19951117,640
61825,60373,519789,3446,19951117,366
61825,60373,90964,14728,19951117,89
61825,60373,23489,18603,19951117,373
61825,60373,575352,3888,19951117,471
61825,60373,332491,18157,19951117,162
61825,60373,367113,19508,19951117,885
61826,83593,258683,16743,19971002,467
61826,83593,80733,3077,19971002,98
61826,83593,263504,19634,19971002,27
61826,83593,104800,15638,19971002,229
61826,83593,359582,12871,19971002,97
61826,83593,283978,8018,19971002,508
61826,83593,405916,7535,19971002,647
61827,15286,221716,17227,19970906,802
61827,15286,368341,7068,19970906,574
61827,15286,504680,10017,19970906,972
61827,15286,544620,12211,19970906,794
61827,15286,428118,16634,19970906,609
61827,15286,170874,19197,19970906,136
61827,15286,276051,14656,19970906,973
61828,85183,380932,15210,19951002,951
61828,85183,310486,5215,19951002,142
61828,85183,131819,16642,19951002,606
61828,85183,275843,8151,19951002,328
61828,85183,476820,4376,19951002,387
61828,85183,312448,18319,19951002,17
61828,85183,103065,19227,19951002,645
61829,39893,10166,7825,19971106,505
61829,39893,455740,8010,19971106,730
61829,39893,9410,11931,19971106,575
61829,39893,351185,17218,19971106,716
61829,39893,160072,11005,19971106,373
61830,278747,29128,2775,19960331,747
61830,278747,540623,16891,19960331,195
61830,278747,447173,10830,19960331,711
61830,278747,31093,11691,19960331,229
61830,278747,576423,13978,19960331,70
61831,90769,311404,16829,19970929,380
61831,90769,550329,1880,19970929,686
61831,90769,362898,11931,19970929,464
61831,90769,214007,15049,19970929,285
61831,90769,403417,4515,19970929,73
61831,90769,213455,8692,19970929,271
61856,34559,327486,3629,19930129,455
61856,34559,244128,7679,19930129,489
61856,34559,244165,15708,19930129,701
61857,29876,480640,16941,19980521,76
61857,29876,306756,18002,19980521,589
61857,29876,444437,12691,19980521,734
61857,29876,251581,1899,19980521,513
61857,29876,111047,15185,19980521,322
61858,218708,295503,6821,19971016,374
61858,218708,316529,7032,19971016,829
61858,218708,288958,18694,19971016,255
61858,218708,103371,872,19971016,698
61858,218708,342540,882,19971016,647
61858,218708,53833,7164,19971016,466
61858,218708,565357,2149,19971016,333
61859,211624,351238,15515,19940521,594
61859,211624,445915,16370,19940521,397
61859,211624,492566,4824,19940521,426
61859,211624,350144,16798,19940521,148
61860,253135,470069,6345,19970505,229
61861,129148,127481,7476,19951016,330
61861,129148,565502,6836,19951016,16
61861,129148,389238,19791,19951016,210
61861,129148,113838,2054,19951016,11
61861,129148,462088,9460,19951016,333
61862,75121,61017,12998,19941115,684
61862,75121,96038,913,19941115,635
61862,75121,96885,2648,19941115,343
61862,75121,539810,12860,19941115,331
61863,132778,577167,16289,19940701,525
61863,132778,230251,1695,19940701,811
61863,132778,414875,3976,19940701,979
61863,132778,202428,17817,19940701,631
61888,175882,203641,11719,19970201,232
61888,175882,189893,7710,19970201,529
61888,175882,115417,8470,19970201,594
61889,145466,469390,16019,19970328,286
61889,145466,224392,15177,19970328,320
61890,143378,501652,9311,19970327,503
61890,143378,58820,19061,19970327,988
61890,143378,375657,1745,19970327,659
61890,143378,462814,17942,19970327,381
61891,143767,564331,19780,19980419,264
61891,143767,505119,18554,19980419,769
61891,143767,133496,12387,19980419,910
61892,84187,478298,19522,19951125,324
61892,84187,553987,13472,19951125,361
61892,84187,55038,8108,19951125,288
61892,84187,413571,2289,19951125,288
61892,84187,475506,10541,19951125,407
61892,84187,414423,13816,19951125,710
61893,124669,439004,15210,19960612,966
61893,124669,138959,19214,19960612,385
61893,124669,280831,6620,19960612,385
61894,87494,97065,18718,19940412,232
61894,87494,555659,2431,19940412,859
61894,87494,548833,15377,19940412,169
61895,207971,403693,16338,19970803,860
61895,207971,55204,7855,19970803,161
61895,207971,206810,9692,19970803,305
61920,67159,491519,10333,19951001,323
61920,67159,151402,13242,19951001,859
61920,67159,8915,3539,19951001,685
61920,67159,424986,9389,19951001,143
61920,67159,337397,8360,19951001,316
61920,67159,19964,12398,19951001,233
61920,67159,119672,5790,19951001,715
61921,113372,118652,3961,19920604,484
61921,113372,369652,972,19920604,297
61921,113372,335953,12879,19920604,404
61921,113372,354855,8874,19920604,716
61921,113372,41487,17293,19920604,366
61922,138106,116617,2960,19931227,778
61922,138106,368580,821,19931227,933
61922,138106,311446,8701,19931227,575
61922,138106,62332,1980,19931227,1000
61922,138106,13174,6822,19931227,776
61923,29119,112878,5516,19970914,609
61923,29119,540478,3303,19970914,954
61923,29119,411446,775,19970914,335
61923,29119,161745,1580,19970914,402
61924,78371,102059,8784,19920324,800
61924,78371,496643,19745,19920324,635
61924,78371,478395,13278,19920324,637
61924,78371,379004,19853,19920324,691
61924,78371,319526,7637,19920324,576
61924,78371,266797,3850,19920324,955
61925,171518,593889,5275,19971004,631
61925,171518,491146,2687,19971004,401
61925,171518,482030,12050,19971004,3
61925,171518,264036,3881,19971004,416
61925,171518,39042,14717,19971004,859
61925,171518,363479,3421,19971004,61
61926,299356,399374,6428,19960529,584
61926,299356,71294,4280,19960529,92
61927,271213,127023,9582,19921012,805
61927,271213,64731,8784,19921012,290
61927,271213,119519,863,19921012,109
61927,271213,545853,14244,19921012,177
61927,271213,147482,5181,19921012,622
61952,67499,416803,6958,19961012,617
61952,67499,200146,2305,19961012,373
61952,67499,239769,10991,19961012,46
61953,141460,279869,13039,19941019,405
61953,141460,347525,2634,19941019,1011
61954,5942,444102,5505,19950325,682
61954,5942,6020,18229,19950325,480
61954,5942,369724,6192,19950325,935
61954,5942,349170,14948,19950325,814
61954,5942,495545,1966,19950325,270
61955,266452,598598,3104,19960216,837
61956,129460,259151,2674,19931111,490
61956,129460,135551,10811,19931111,453
61956,129460,591507,7917,19931111,367
61957,228235,45110,3546,19970123,208
61957,228235,358455,14035,19970123,281
61957,228235,552952,19681,19970123,812
61957,228235,49238,10338,19970123,296
61957,228235,135660,18770,19970123,1
61958,130097,161081,7077,19970322,221
61958,130097,78574,633,19970322,363
61958,130097,585357,4328,19970322,654
61958,130097,487931,18818,19970322,148
61958,130097,445938,17526,19970322,526
61958,130097,279093,7033,19970322,111
61959,132937,146141,36,19960622,448
61959,132937,386910,16572,19960622,280
61959,132937,582364,15763,19960622,277
61959,132937,582571,15281,19960622,170
61984,170429,386854,14448,19970603,534
61985,295777,53639,7475,19970525,990
61985,295777,307871,16970,19970525,62
61985,295777,571980,11592,19970525,757
61985,295777,52075,12144,19970525,577
61986,104242,583990,10742,19960705,14
61986,104242,315460,13154,19960705,723
61986,104242,327609,7563,19960705,368
61986,104242,520798,4769,19960705,120
61986,104242,249177,5086,19960705,556
61986,104242,507912,18154,19960705,678
61987,264607,348133,9115,19940524,71
61987,264607,467867,12096,19940524,726
61987,264607,430831,8038,19940524,117
61987,264607,171551,11768,19940524,66
61987,264607,254792,10578,19940524,944
61987,264607,81730,14654,19940524,317
61987,264607,226094,1479,19940524,31
61988,42571,149592,5240,19940513,806
61989,258097,36168,1258,19970729,962
61989,258097,71819,1631,19970729,958
61989,258097,448661,6274,19970729,982
61990,116047,423170,839,19930806,95
61991,84434,543441,7888,19980328,657
61991,84434,404496,6465,19980328,938
61991,84434,355766,6521,19980328,747
61991,84434,354120,13099,19980328,638
61991,84434,278229,5531,19980328,359
62016,70160,297228,18289,19950106,461
62016,70160,506117,7548,19950106,686
62016,70160,105101,4036,19950106,623
62017,178270,518983,3733,19951223,87
62018,75166,134268,8585,19920220,609
62019,7390,18588,9867,19980305,615
62019,7390,400466,9581,19980305,206
62019,7390,424640,3255,19980305,618
62020,2156,396348,10829,19951101,821
62020,2156,219355,12760,19951101,531
62020,2156,287766,5114,19951101,587
62020,2156,481331,8838,19951101,429
62020,2156,528811,17542,19951101,793
62021,231109,102771,18531,19950115,945
62021,231109,470092,9918,19950115,625
62021,231109,20024,15196,19950115,943
62021,231109,529593,16127,19950115,578
62022,148456,465385,11304,19930321,600
62022,148456,110058,16713,19930321,689
62022,148456,535592,14514,19930321,981
62022,148456,479019,9532,19930321,829
62022,148456,68263,17391,19930321,917
62023,274537,566517,916,19920331,171
62023,274537,46209,8592,19920331,569
62023,274537,220994,14922,19920331,185
62023,274537,231324,9610,19920331,601
62048,125863,424051,13351,19980414,905
62048,125863,210489,4987,19980414,560
62048,125863,86367,13024,19980414,203
62048,125863,154765,6727,19980414,935
62048,125863,119235,7043,19980414,909
62049,56149,90007,519,19970415,166
62049,56149,142601,10722,19970415,344
62049,56149,292827,17822,19970415,194
62049,56149,343345,18985,19970415,822
62049,56149,389149,11556,19970415,794
62049,56149,419369,10555,19970415,280
62049,56149,126829,8027,19970415,688
62050,187073,408300,13191,19961214,461
62050,187073,97862,13848,19961214,537
62050,187073,158731,2159,19961214,379
62050,187073,182531,1758,19961214,431
62050,187073,586285,9989,19961214,884
62051,133880,181746,18015,19960415,791
62051,133880,2325,12689,19960415,753
62051,133880,62671,1232,19960415,259
62051,133880,304514,15456,19960415,342
62051,133880,566654,14310,19960415,154
62051,133880,542832,17336,19960415,1004
62052,109595,195185,8371,19951031,183
62052,109595,263119,5153,19951031,723
62052,109595,234883,2082,19951031,576
62053,254791,594061,16323,19950623,525
62053,254791,376667,8178,19950623,26
62053,254791,38523,17450,19950623,638
62053,254791,52607,18213,19950623,108
62053,254791,365211,10477,19950623,1
62053,254791,88328,3363,19950623,997
62054,69649,582424,1257,19941026,427
62054,69649,397258,4863,19941026,151
62054,69649,515153,11824,19941026,512
62054,69649,167534,3428,19941026,25
62054,69649,531550,1469,19941026,433
62054,69649,352632,1833,19941026,269
62054,69649,469852,15038,19941026,623
62055,258056,194512,9631,19940320,514
62055,258056,352571,16752,19940320,351
62080,46096,239195,18524,19940420,248
62080,46096,142366,7050,19940420,401
62080,46096,533973,5045,19940420,576
62080,46096,273664,2390,19940420,45
62080,46096,468754,12475,19940420,764
62081,126154,100701,11288,19921120,705
62081,126154,465601,4482,19921120,898
62082,170053,293509,8513,19920925,638
62083,247273,225233,2590,19920427,7
62083,247273,78235,4028,19920427,925
62083,247273,285217,6251,19920427,699
62083,247273,228382,13935,19920427,6
62083,247273,199651,14566,19920427,447
62084,293939,96759,15181,19971109,250
62084,293939,216805,18579,19971109,811
62084,293939,37451,8513,19971109,771
62085,128810,351147,633,19971212,451
62086,103033,580999,3515,19930207,299
62086,103033,435524,5885,19930207,982
62086,103033,436250,2509,19930207,268
62086,103033,38666,14138,19930207,731
62086,103033,49824,8457,19930207,354
62086,103033,389719,15468,19930207,987
62086,103033,398516,15340,19930207,1000
62087,57277,54929,16424,19940430,271
62087,57277,387244,1398,19940430,923
62087,57277,196031,13255,19940430,347
62087,57277,81099,4244,19940430,960
62087,57277,430311,13430,19940430,958
62112,221311,356187,16472,19960117,898
62112,221311,229276,3670,19960117,197
62112,221311,238085,5736,19960117,190
62112,221311,86595,12936,19960117,440
62112,221311,387611,2620,19960117,769
62113,173666,553237,1439,19970112,630
62113,173666,53021,2056,19970112,428
62113,173666,119718,19178,19970112,167
62114,96076,116749,12574,19950913,509
62114,96076,185275,5972,19950913,222
62114,96076,511640,6230,19950913,656
62114,96076,531280,7412,19950913,289
62114,96076,16369,5366,19950913,905
62115,131692,557116,2492,19950225,503
62115,131692,445469,11578,19950225,746
62116,240805,106127,15131,19921218,926
62116,240805,460076,11206,19921218,230
62116,240805,288894,14884,19921218,278
62116,240805,237884,3180,19921218,839
62116,240805,309139,65,19921218,596
62117,202447,99876,9469,19920822,974
62118,202750,413526,9250,19920417,1010
62118,202750,316332,14466,19920417,508
62118,202750,585898,8026,19920417,594
62118,202750,579572,3600,19920417,485
62118,202750,458908,14289,19920417,69
62119,217753,490738,3740,19920617,856
62119,217753,223181,9672,19920617,22
62119,217753,398184,8668,19920617,566
62119,217753,464713,9305,19920617,850
62119,217753,228544,14944,19920617,410
62119,217753,528735,15088,19920617,256
62144,41417,261079,9546,19940531,646
62145,80230,69137,11672,19970705,53
62145,80230,382876,10041,19970705,1002
62145,80230,585459,12475,19970705,656
62146,214585,377805,19260,19941125,205
62146,214585,567784,390,19941125,171
62146,214585,329921,19943,19941125,302
62147,216991,139887,5325,19950912,193
62147,216991,265084,14071,19950912,457
62147,216991,254317,6688,19950912,948
62148,160912,119469,10781,19941110,998
62149,235580,149549,4128,19970129,194
62149,235580,55515,2498,19970129,986
62149,235580,35790,18477,19970129,788
62150,292051,247550,6253,19980718,804
62150,292051,160339,6253,19980718,188
62150,292051,211689,1446,19980718,320
62150,292051,449262,1460,19980718,754
62150,292051,332989,9119,19980718,831
62151,183119,310978,12669,19930803,4
62151,183119,5683,1629,19930803,918
62151,183119,105329,17229,19930803,840
62151,183119,249007,7721,19930803,915
62151,183119,49884,14119,19930803,29
62151,183119,199025,17824,19930803,81
62176,278722,379611,1403,19961001,903
62176,278722,317287,9978,19961001,1019
62176,278722,431055,18119,19961001,98
62177,258136,408372,12392,19970706,685
62177,258136,100894,5905,19970706,748
62178,170323,454337,61,19920423,312
62178,170323,428051,15348,19920423,423
62178,170323,245554,1823,19920423,119
62178,170323,209953,6655,19920423,493
62178,170323,65196,426,19920423,512
62179,298831,254069,12827,19930306,685
62179,298831,529042,10220,19930306,745
62179,298831,206041,15017,19930306,786
62179,298831,325915,19019,19930306,614
62179,298831,244369,12212,19930306,1021
62179,298831,102726,16333,19930306,624
62180,143930,334122,3028,19961222,311
62180,143930,181502,19246,19961222,151
62180,143930,100975,19041,19961222,284
62180,143930,284482,8155,19961222,49
62181,124784,466498,3859,19950313,669
62181,124784,221597,7214,19950313,341
62181,124784,167616,18242,19950313,709
62182,230170,368617,14204,19941020,580
62182,230170,342287,18802,19941020,750
62182,230170,13131,18747,19941020,869
62182,230170,477927,10068,19941020,1023
62182,230170,318617,7189,19941020,677
62182,230170,589233,13424,19941020,488
62183,254512,552950,10267,19930215,909
62183,254512,30403,5046,19930215,329
62183,254512,376819,536,19930215,112
62208,180323,167784,16389,19971125,394
62208,180323,532103,5607,19971125,802
62208,180323,51208,11366,19971125,411
62208,180323,247170,1990,19971125,206
62208,180323,376018,515,19971125,457
62208,180323,518700,6948,19971125,624
62208,180323,385708,18478,19971125,838
62209,74689,181123,13008,19971101,500
62209,74689,321800,18399,19971101,385
62209,74689,90742,823,19971101,160
62209,74689,500525,19684,19971101,56
62210,80758,147682,8450,19940612,438
62210,80758,490592,14281,19940612,552
62210,80758,174794,6352,19940612,489
62210,80758,153309,11148,19940612,1002
62210,80758,255807,950,19940612,82
62210,80758,346843,10933,19940612,40
62211,72475,50605,13893,19930520,221
62212,77689,72946,12849,19921223,591
62213,93496,425312,5068,19980420,396
62214,275947,452307,16429,19980211,689
62214,275947,508775,14946,19980211,264
62214,275947,375085,13913,19980211,93
62214,275947,450894,14211,19980211,828
62214,275947,172872,1765,19980211,783
62214,275947,245366,8398,19980211,394
62214,275947,64720,11967,19980211,169
62215,124291,532433,17006,19960527,722
62215,124291,187643,19321,19960527,869
62240,43477,450259,19111,19940925,235
62240,43477,286600,4702,19940925,301
62240,43477,76525,3213,19940925,183
62240,43477,352414,9189,19940925,21
62240,43477,419682,17394,19940925,64
62241,208285,471242,9028,19980722,660
62242,219892,542744,3535,19980202,723
62242,219892,98113,18611,19980202,374
62242,219892,183313,1111,19980202,225
62242,219892,528425,5443,19980202,249
62242,219892,23063,4976,19980202,224
62242,219892,14670,2139,19980202,688
62242,219892,553994,14812,19980202,1009
62243,17956,166808,3010,19941011,1011
62243,17956,331031,8652,19941011,56
62243,17956,426233,13075,19941011,404
62244,272743,483625,14436,19960208,195
62244,272743,80431,19545,19960208,439
62244,272743,594632,1935,19960208,406
62244,272743,378012,15161,19960208,149
62244,272743,434098,18690,19960208,641
62245,263686,245135,9666,19961117,279
62246,138283,545270,10986,19940901,513
62246,138283,536864,13030,19940901,461
62246,138283,259189,2448,19940901,291
62247,290575,378930,6084,19930806,998
62247,290575,268104,4527,19930806,513
62247,290575,11241,2523,19930806,182
62247,290575,522608,14935,19930806,491
62247,290575,63365,1570,19930806,242
62247,290575,568865,11546,19930806,280
62247,290575,502262,18236,19930806,959
62272,293408,114583,8469,19980407,823
62272,293408,392771,1889,19980407,223
62272,293408,90919,12839,19980407,662
62273,196289,169161,17370,19960115,419
62274,224296,90012,16464,19931011,700
62274,224296,226967,2577,19931011,819
62274,224296,417569,8799,19931011,975
62274,224296,466476,11308,19931011,79
62274,224296,454111,9772,19931011,206
62274,224296,237081,6613,19931011,804
62275,223460,530445,10507,19920115,353
62275,223460,387964,4713,19920115,638
62275,223460,302267,19433,19920115,424
62275,223460,598072,17704,19920115,460
62275,223460,585280,2837,19920115,33
62275,223460,386254,18941,19920115,285
62276,285017,255269,13480,19920313,250
62276,285017,297366,10308,19920313,468
62277,179603,526995,8841,19971212,521
62277,179603,598249,10474,19971212,545
62277,179603,567502,12909,19971212,340
62277,179603,397350,10342,19971212,356
62278,284710,178907,14862,19970605,604
62278,284710,283334,18001,19970605,631
62278,284710,392655,11085,19970605,44
62278,284710,547032,1312,19970605,968
62278,284710,155199,6245,19970605,395
62278,284710,226618,6239,19970605,987
62279,94078,250707,12470,19930613,889
62279,94078,430922,16605,19930613,362
62279,94078,505859,18334,19930613,800
62304,160882,493577,9200,19920906,11
62304,160882,542627,17293,19920906,508
62304,160882,523699,19704,19920906,156
62304,160882,398426,17038,19920906,848
62304,160882,333436,7728,19920906,128
62305,20146,543553,3001,19930107,898
62305,20146,482754,12133,19930107,480
62305,20146,441080,14111,19930107,607
62305,20146,230998,16592,19930107,420
62305,20146,382040,5009,19930107,519
62305,20146,332203,9552,19930107,305
62305,20146,330957,16466,19930107,901
62306,184322,381718,11038,19950131,621
62306,184322,328383,11227,19950131,675
62306,184322,328834,287,19950131,687
62306,184322,113018,9323,19950131,510
62307,98887,114361,3410,19920118,477
62307,98887,252460,7984,19920118,25
62307,98887,482434,5808,19920118,33
62307,98887,466412,3482,19920118,155
62307,98887,580829,17355,19920118,27
62308,277279,210764,5682,19930224,636
62308,277279,500434,13026,19930224,125
62308,277279,583915,2127,19930224,929
62308,277279,259356,18766,19930224,306
62308,277279,586148,17709,19930224,117
62309,478,484269,6914,19961208,38
62309,478,102116,10030,19961208,325
62309,478,256591,19872,19961208,698
62309,478,324723,5059,19961208,28
62309,478,3161,13462,19961208,14
62309,478,326647,4623,19961208,698
62309,478,551962,17325,19961208,733
62310,202958,223912,16302,19920625,577
62310,202958,79518,18730,19920625,607
62310,202958,250312,19425,19920625,870
62310,202958,390265,9904,19920625,178
62310,202958,582003,7049,19920625,762
62310,202958,516457,2281,19920625,911
62311,101566,328510,13498,19940714,873
62311,101566,62334,13792,19940714,972
62311,101566,40217,5788,19940714,821
62311,101566,323867,13461,19940714,946
62311,101566,17799,7689,19940714,239
62311,101566,332544,18490,19940714,278
62311,101566,64391,12618,19940714,374
62336,296201,403018,747,19920213,155
62336,296201,119712,8332,19920213,735
62336,296201,183829,10396,19920213,11
62336,296201,203034,12849,19920213,571
62336,296201,192376,8384,19920213,823
62336,296201,455138,15710,19920213,966
62337,46582,196052,19666,19961112,60
62338,171145,448697,11151,19950716,333
62338,171145,445072,3279,19950716,195
62339,6242,404316,4036,19950509,263
62339,6242,338987,9314,19950509,458
62339,6242,351073,9456,19950509,780
62339,6242,81678,2501,19950509,369
62339,6242,550868,6845,19950509,980
62339,6242,426129,18948,19950509,286
62340,193300,328400,14405,19970115,195
62340,193300,3197,10414,19970115,246
62340,193300,328027,17816,19970115,665
62340,193300,341911,11390,19970115,272
62340,193300,287990,1170,19970115,387
62340,193300,47385,9107,19970115,171
62340,193300,191388,18155,19970115,321
62341,77248,57935,2440,19950205,35
62341,77248,499722,16947,19950205,836
62341,77248,17074,4701,19950205,253
62341,77248,161928,4187,19950205,881
62341,77248,517573,826,19950205,194
62342,206501,467255,14154,19950619,938
62342,206501,345686,19246,19950619,380
62342,206501,135273,19799,19950619,735
62343,258691,373934,5383,19961026,223
62343,258691,298151,6778,19961026,1008
62368,211565,393444,11365,19920709,83
62368,211565,6966,9531,19920709,241
62368,211565,67982,249,19920709,183
62368,211565,171101,8611,19920709,735
62368,211565,483376,14987,19920709,77
62369,167555,96096,8616,19950128,642
62370,283411,399055,9626,19921129,646
62371,167972,214612,13269,19961027,953
62371,167972,376379,19455,19961027,524
62371,167972,587078,13284,19961027,579
62371,167972,3419,15014,19961027,753
62371,167972,462304,12972,19961027,317
62371,167972,534761,13851,19961027,486
62371,167972,313665,1747,19961027,183
62372,100609,154791,11459,19960129,386
62372,100609,564154,3054,19960129,578
62372,100609,531683,6598,19960129,736
62372,100609,186720,6396,19960129,43
62372,100609,199627,6130,19960129,574
62373,124738,573323,19707,19970711,527
62373,124738,433665,15304,19970711,802
62373,124738,404885,2884,19970711,744
62373,124738,296332,9081,19970711,83
62373,124738,441203,10523,19970711,676
62374,61861,565528,12811,19930925,798
62374,61861,216083,2213,19930925,990
62374,61861,505880,4477,19930925,74
62375,181927,281179,3427,19930730,33
62375,181927,171224,1572,19930730,60
62375,181927,158206,18575,19930730,657
62375,181927,362205,9851,19930730,276
62400,34768,572416,13740,19931124,902
62400,34768,180374,2707,19931124,90
62400,34768,333153,2445,19931124,838
62400,34768,89739,5268,19931124,339
62400,34768,437980,16533,19931124,628
62400,34768,314413,15584,19931124,81
62400,34768,139170,15084,19931124,186
62401,212293,224448,11096,19930614,43
62401,212293,87085,19098,19930614,204
62401,212293,231746,15471,19930614,712
62401,212293,347955,8308,19930614,747
62401,212293,468547,497,19930614,515
62401,212293,462283,2210,19930614,686
62402,93997,572245,17008,19970309,53
62402,93997,308142,9790,19970309,618
62402,93997,327823,13725,19970309,539
62402,93997,519004,4537,19970309,975
62402,93997,99734,12274,19970309,388
62402,93997,428333,16945,19970309,975
62402,93997,187751,18766,19970309,262
62403,2425,123156,9447,19960214,199
62403,2425,473410,6509,19960214,893
62403,2425,590723,5636,19960214,757
62403,2425,76363,796,19960214,574
62403,2425,30420,17002,19960214,446
62403,2425,66349,280,19960214,742
62403,2425,316928,19116,19960214,661
62404,240646,408199,2403,19951026,82
62405,219446,591949,6532,19980311,472
62405,219446,271255,7193,19980311,68
62405,219446,178859,17859,19980311,755
62405,219446,79330,6369,19980311,821
62405,219446,89372,14221,19980311,747
62405,219446,261162,19101,19980311,931
62405,219446,335417,5168,19980311,967
62406,23293,341766,8001,19971014,25
62407,276982,209581,9543,19951020,408
62432,112981,485517,15836,19940328,363
62432,112981,71335,8745,19940328,1018
62432,112981,125900,3455,19940328,919
62432,112981,384659,13162,19940328,218
62432,112981,552764,7937,19940328,969
62433,166630,233496,3612,19980711,696
62433,166630,359336,15001,19980711,105
62433,166630,355937,18598,19980711,315
62433,166630,231254,8096,19980711,885
62433,166630,478829,19909,19980711,196
62434,33541,308706,18596,19970329,230
62434,33541,213571,15081,19970329,42
62434,33541,275141,6165,19970329,716
62435,298066,477333,15038,19940403,996
62435,298066,520321,15412,19940403,974
62435,298066,23351,8978,19940403,825
62436,181453,225848,11370,19950322,442
62436,181453,213884,3045,19950322,105
