DATEKEY,DATE,DAYOFWEEK,MONTH,YEAR,YEARMONTHNUM,YEARMONTH,DAYNUMINWEEK,DAYNUMINMONTH,DAYNUMINYEAR,MONTHNUMINYEAR,WEEKNUMINYEAR,SELLINGSEASON,LASTDAYINMONTHFL,HOLIDAYFL,WEEKDAYFL
19940312,391,63,147,538,174,516,1012,997,243,840,537,336,797,571,45
19940313,1015,296,179,619,697,736,265,244,975,1018,105,951,848,120,813
19940314,258,631,509,49,383,16,587,688,920,271,968,909,939,838,240
19940315,70,245,435,253,789,796,732,612,40,355,62,640,297,325,530
19940316,553,248,613,160,857,342,1010,955,871,410,47,985,682,86,522
19940317,991,106,836,770,778,582,910,734,618,73,1014,508,465,271,184
19940318,178,367,154,711,966,487,356,850,164,59,1013,927,502,478,431
19940319,550,516,658,615,834,409,342,851,1002,513,324,50,71,453,620
19940320,473,669,559,225,294,863,583,202,982,836,734,882,461,74,380
19940321,416,844,1009,370,305,736,806,597,619,908,896,867,529,578,97
19940322,601,706,849,821,944,650,783,525,61,974,362,194,75,730,76
19940323,39,628,941,873,597,169,892,103,378,41,984,265,9,553,211
19940324,450,15,375,659,793,1,347,380,630,591,670,533,448,923,54
19940325,502,38,964,468,30,77,5,301,701,180,985,915,930,545,109
19940326,373,578,58,972,805,1019,743,673,233,451,1015,425,244,13,351
19940327,551,440,147,62,107,865,217,781,55,571,628,820,943,973,667
19940328,219,383,794,12,5,623,172,607,53,995,23,436,327,19,369
19940329,647,781,15,1022,122,849,592,655,328,214,532,675,588,308,517
19940330,921,622,267,265,474,634,960,827,727,307,109,537,343,1012,963
19940331,451,837,126,980,806,931,395,837,59,688,282,939,836,355,747
19940401,939,632,133,293,261,353,477,63,90,554,19,393,987,525,644
19940402,863,513,544,369,972,322,49,962,191,750,402,421,622,436,432
19940403,192,95,3,198,747,807,475,636,864,48,262,924,537,620,213
19940404,679,613,650,793,759,239,280,795,138,374,359,108,216,581,993
19940405,337,581,623,170,476,483,834,446,476,81,570,526,49,533,384
19940406,549,814,392,945,750,251,498,1014,542,582,638,509,42,221,502
19940407,158,988,922,764,155,995,590,736,988,829,486,742,571,549,606
19940408,55,342,389,224,770,341,606,498,497,631,51,902,640,738,119
19940409,502,675,951,792,315,396,980,79,962,306,44,350,1004,63,469
19940410,862,418,267,585,54,1002,454,106,564,426,980,201,63,938,66
19940411,767,169,343,1023,873,284,222,135,180,324,197,339,912,1011,55
19940412,771,61,639,770,595,193,891,565,863,844,297,528,372,285,798
19940413,481,468,173,293,295,524,443,308,71,537,312,669,42,685,305
19940414,388,78,501,691,937,77,69,94,887,559,1016,344,17,611,378
19940415,893,553,111,592,354,460,270,667,721,789,892,209,254,467,826
19940416,941,419,806,753,56,494,832,837,29,33,771,632,977,982,658
19940417,585,137,83,46,105,650,114,843,322,332,907,1003,746,820,860
19940418,956,556,896,460,464,975,240,112,57,725,806,76,657,706,957
19940419,68,6,511,449,464,171,499,342,6,109,639,264,261,76,863
19940420,164,474,147,644,906,862,781,34,623,44,235,767,632,511,13
19940421,921,131,608,156,564,973,941,601,742,884,986,29,35,765,1008
19940422,185,474,49,564,347,365,405,996,875,711,864,483,231,496,421
19940423,603,531,760,657,394,452,676,993,958,542,784,424,933,356,632
19940424,699,424,447,196,394,164,928,808,244,581,779,752,685,176,132
19940425,139,242,674,46,114,590,844,218,41,192,537,719,272,97,361
19940426,90,128,535,895,335,654,393,627,237,909,989,353,294,833,411
19940427,53,1016,268,606,924,446,406,950,416,105,807,202,454,81,669
19940428,459,5,388,17,146,843,597,916,616,904,505,188,983,560,781
19940429,971,182,410,342,849,9,183,673,308,583,904,850,258,398,146
19940430,202,148,801,230,627,1019,125,474,869,70,414,257,375,167,518
19940501,598,490,618,266,913,132,518,803,497,95,266,423,805,857,804
19940502,218,97,114,192,936,734,980,2,488,598,675,502,872,784,154
19940503,974,559,271,741,510,102,307,1008,196,326,596,310,960,74,31
19940504,25,927,904,367,52,534,288,203,891,74,967,356,121,436,496
19940505,726,703,661,535,307,712,144,36,394,941,32,980,161,631,661
19940506,285,283,320,938,825,795,983,332,743,164,488,554,547,260,599
19940507,768,1007,144,232,384,705,61,969,865,24,437,653,866,767,920
19940508,183,219,15,509,630,983,838,62,400,262,149,171,734,996,810
19940509,115,799,924,230,486,588,327,1018,859,221,371,415,216,11,342
19940510,684,694,108,720,445,34,691,682,436,333,792,145,270,67,36
19940511,604,100,669,466,30,726,77,264,514,783,791,481,204,515,511
19940512,176,25,643,585,745,794,875,724,65,170,175,674,949,374,958
19940513,742,728,387,751,894,3,570,464,917,40,427,501,34,181,573
19940514,711,266,752,285,809,952,65,490,63,277,150,1004,83,624,384
19940515,542,88,688,128,365,52,519,9,80,942,577,149,944,838,9
19940516,705,1,644,327,941,905,444,379,644,850,37,551,157,198,646
19940517,928,531,375,213,569,253,658,660,177,688,857,14,489,84,984
19940518,964,816,583,701,383,713,327,249,792,1016,857,70,313,81,436
19940519,525,174,886,869,146,523,405,98,590,482,362,796,833,258,62
19940520,871,933,199,254,177,622,197,75,383,913,180,3,655,124,513
19940521,910,261,130,748,503,420,8,225,147,211,977,1023,853,827,536
19940522,551,988,867,868,307,989,910,311,179,638,875,297,35,902,456
19940523,923,807,648,32,765,747,547,494,133,37,511,978,803,51,761
19940524,915,484,745,340,108,490,672,663,315,305,50,641,543,835,996
19940525,999,353,670,267,9,88,24,80,876,181,615,74,448,929,173
19940526,659,481,973,374,537,398,509,1009,521,281,770,127,335,112,485
19940527,6,1019,972,927,60,204,648,674,596,722,644,214,458,245,956
19940528,53,789,880,311,329,845,812,358,455,1,571,424,952,991,359
19940529,66,752,378,241,490,11,1013,542,72,313,661,531,672,7,631
19940530,863,803,540,993,377,563,734,544,167,386,553,477,669,440,763
19940531,633,937,353,375,113,43,782,516,387,216,1021,232,298,595,980
19940601,924,716,937,386,81,758,467,728,634,864,30,275,785,338,244
19940602,587,415,625,442,231,656,75,303,197,621,43,950,72,1011,244
19940603,314,871,3,878,552,508,84,853,89,642,640,516,993,100,157
19940604,30,246,979,144,665,772,387,415,833,283,93,164,732,73,492
19940605,418,107,62,266,615,406,100,188,427,133,947,1003,423,972,880
19940606,705,888,725,313,583,926,878,168,87,508,595,820,962,984,1005
19940607,313,847,931,364,91,720,831,329,519,530,48,940,69,546,212
19940608,153,905,747,286,716,906,125,933,9,92,680,8,565,492,910
19940609,713,245,730,488,667,329,513,133,815,203,658,647,845,275,330
19940610,88,478,589,358,916,853,764,110,589,925,879,652,618,941,848
19940611,481,262,428,550,37,494,992,52,234,487,774,106,811,896,997
19940612,364,262,767,472,83,778,488,416,996,519,338,20,1008,934,207
19940613,667,300,867,1012,63,430,773,777,199,598,661,353,254,197,828
19940614,635,1022,762,72,181,10,140,125,98,735,505,136,438,520,89
19940615,982,416,747,117,632,898,322,920,145,592,527,810,605,8,354
19940616,141,522,344,435,745,607,174,454,510,790,657,319,343,11,161
19940617,848,381,907,88,459,682,190,223,383,242,7,426,410,149,946
19940618,606,527,692,523,507,120,778,245,317,147,199,855,10,909,882
19940619,752,1014,466,438,566,487,810,48,982,800,668,852,955,849,39
19940620,631,930,144,553,407,255,107,322,381,777,667,592,918,854,984
19940621,174,511,719,516,406,649,14,836,104,350,951,709,357,261,292
19940622,783,1012,186,106,513,715,905,559,275,200,442,693,548,817,978
19940623,581,748,395,814,273,950,417,859,239,563,840,506,805,811,89
19940624,194,723,18,1018,948,197,255,458,217,443,772,421,881,998,128
19940625,131,673,810,204,762,500,425,216,648,836,73,602,985,121,326
19940626,691,157,22,231,275,168,513,291,646,773,818,658,960,393,799
19940627,20,1007,12,207,1017,501,1021,169,956,239,772,764,228,691,647
19940628,752,566,797,631,717,845,605,18,257,314,78,760,1008,681,224
19940629,456,30,876,404,389,11,166,836,418,521,271,532,273,46,927
19940630,468,309,556,462,188,74,603,907,380,207,747,533,281,1,295
19940701,938,649,914,722,660,120,510,647,270,598,708,426,886,613,368
19940702,252,368,376,917,268,958,324,405,725,7,661,590,545,1000,757
19940703,912,110,658,1009,886,304,992,550,426,939,76,217,22,989,644
19940704,613,669,847,234,750,36,38,86,998,634,190,194,1021,940,567
19940705,406,922,279,620,378,728,435,670,23,846,106,182,630,529,48
19940706,629,1015,870,35,326,707,289,487,905,743,153,594,437,37,444
19940707,719,787,766,43,915,711,672,654,696,350,551,390,861,493,122
19940708,399,430,99,696,938,5,825,292,204,697,198,427,156,421,548
19940709,677,503,375,656,324,642,626,606,83,675,125,121,119,894,580
19940710,718,598,461,1001,142,267,736,116,906,487,827,583,952,1013,777
19940711,153,685,354,990,144,914,994,478,922,452,448,120,927,921,51
19940712,511,795,232,955,372,864,922,459,505,532,125,633,923,957,882
19940713,893,587,307,764,490,712,180,730,41,824,760,152,614,874,336
19940714,574,70,602,970,202,743,788,609,948,883,702,645,594,378,146
19940715,712,611,136,434,35,471,436,339,433,15,621,951,878,259,477
19940716,808,919,956,34,796,20,781,767,528,1023,547,689,176,690,36
19940717,955,986,194,453,110,887,596,835,607,405,190,410,716,533,650
19940718,399,700,341,978,295,558,447,47,165,250,91,70,980,960,879
19940719,168,266,500,599,374,797,502,835,220,708,282,484,528,126,930
19940720,477,380,277,622,679,722,920,612,156,390,617,561,396,258,240
19940721,558,730,624,688,281,999,533,950,722,157,470,209,258,567,4
19940722,405,202,363,810,766,202,298,755,753,440,287,333,128,844,305
19940723,680,555,882,978,865,404,881,522,314,224,1002,946,100,845,751
19940724,70,480,578,69,362,993,223,596,981,192,294,290,661,78,690
19940725,488,311,805,21,47,886,553,497,287,793,3,158,329,91,345
19940726,613,885,306,1007,981,547,85,618,874,958,986,108,503,820,319
19940727,252,908,582,242,951,676,462,432,83,36,862,823,573,516,537
19940728,365,239,857,486,705,93,694,666,916,431,804,503,694,672,439
19940729,64,333,196,559,728,972,756,342,840,461,311,167,650,617,312
19940730,376,76,302,393,161,497,956,462,123,279,588,956,397,521,295
19940731,795,374,472,597,576,420,353,439,759,163,112,571,927,780,626
19940801,753,24,440,319,42,283,693,261,25,868,234,268,671,782,295
19940802,401,467,880,425,582,694,616,565,426,409,639,954,408,306,686
19940803,548,682,311,133,9,953,11,531,83,269,447,136,834,136,980
19940804,500,9,893,220,425,489,21,896,196,163,481,484,295,509,9
19940805,177,799,497,950,766,532,696,720,133,19,820,566,574,891,823
19940806,741,107,703,679,689,158,314,58,196,720,727,533,1016,434,276
19940807,392,853,61,935,933,161,262,342,735,582,730,837,360,172,599
19940808,296,433,461,65,913,600,34,23,516,177,86,487,517,744,589
19940809,66,222,204,423,134,754,208,71,346,836,482,775,246,373,445
19940810,932,978,483,6,65,16,278,561,364,843,199,356,723,507,10
19940811,590,350,571,203,169,876,883,481,276,318,496,625,992,335,360
19940812,124,646,777,850,430,46,203,755,844,269,980,779,317,1000,464
19940813,444,365,621,499,810,349,411,444,59,793,546,566,932,846,696
19940814,598,394,71,123,24,552,304,440,667,900,933,775,830,360,1004
19940815,566,9,353,106,849,144,275,644,765,444,458,193,471,566,743
19940816,500,227,64,48,321,258,539,653,276,544,996,576,586,287,833
19940817,971,333,531,696,730,679,330,149,44,750,1005,694,864,11,304
19940818,670,132,920,57,467,674,882,529,461,703,485,312,450,501,725
19940819,485,477,888,214,50,459,601,799,269,690,810,264,903,349,801
19940820,491,332,819,414,157,335,386,979,619,664,526,770,632,154,821
19940821,191,972,107,369,685,499,382,865,999,398,316,704,571,94,689
19940822,74,397,595,279,607,117,434,974,617,444,579,732,971,679,502
19940823,196,300,178,762,85,813,493,738,263,565,667,394,1000,707,1014
19940824,840,760,781,891,941,749,64,737,690,110,947,752,94,356,461
19940825,834,922,321,799,39,984,269,759,397,718,365,967,290,257,993
19940826,576,462,383,76,202,401,461,560,160,419,67,715,481,106,834
19940827,236,304,496,884,788,814,330,677,235,918,508,149,262,9,732
19940828,181,38,432,232,999,365,12,849,36,325,861,56,592,830,260
19940829,567,29,327,731,845,172,721,453,449,911,462,917,1017,405,20
19940830,178,286,195,1007,296,440,933,245,629,833,94,495,474,930,647
19940831,576,619,331,871,83,1010,229,916,532,62,575,358,1001,920,951
19940901,604,306,206,55,117,970,558,90,954,689,371,123,64,532,769
19940902,190,227,801,45,287,969,789,274,398,976,1000,575,903,309,263
19940903,444,691,201,793,238,508,807,121,252,685,684,223,115,495,535
19940904,983,301,764,138,761,366,497,449,496,239,656,559,37,25,130
19940905,295,800,540,919,299,817,788,397,485,788,1023,988,325,35,937
19940906,102,930,207,749,968,810,512,226,71,264,721,568,201,321,508
19940907,183,326,851,15,948,660,779,256,761,912,116,440,611,635,889
19940908,292,618,417,186,774,739,475,158,793,492,991,299,37,336,1011
19940909,493,626,611,419,631,186,756,619,118,88,939,576,516,961,488
19940910,933,921,804,317,1003,475,390,831,349,103,165,953,77,642,970
19940911,293,982,518,652,421,874,735,653,447,623,163,356,424,500,675
19940912,202,235,546,713,411,475,521,279,354,736,818,358,203,580,171
19940913,699,431,1015,625,656,891,1020,655,494,139,78,86,963,657,888
19940914,798,746,163,718,567,711,633,19,690,63,111,948,84,488,113
19940915,757,177,6,0,340,210,249,155,264,392,1017,359,8,462,181
19940916,169,657,214,90,33,577,599,834,372,650,662,784,868,1022,921
19940917,982,568,1011,179,314,786,871,7,340,324,994,331,998,308,893
19940918,978,852,966,175,149,262,447,23,1002,354,243,867,471,868,636
19940919,327,848,897,198,924,448,546,111,189,478,852,251,634,861,325
19940920,436,239,427,269,753,516,793,653,99,1007,734,99,674,959,125
19940921,177,551,429,395,963,37,822,199,297,588,713,396,475,296,401
19940922,432,925,677,266,695,796,977,119,106,952,604,678,265,817,239
19940923,335,757,24,520,1010,557,1010,490,54,460,944,250,76,429,82
19940924,292,321,695,26,235,816,47,226,610,370,923,447,731,965,388
19940925,278,547,101,375,115,875,301,315,404,836,858,1004,555,509,340
19940926,823,368,361,107,656,743,900,1009,248,445,632,530,604,834,265
19940927,804,248,690,524,977,270,1013,646,16,413,71,327,470,351,991
19940928,388,781,357,1007,843,925,283,955,973,527,76,420,974,939,332
19940929,408,452,645,900,229,706,572,817,674,717,126,787,206,955,491
19940930,708,787,608,585,516,528,750,413,293,252,907,596,695,775,314
19941001,320,661,145,963,94,853,516,455,846,22,230,410,653,860,353
19941002,355,173,860,771,342,33,386,350,351,163,654,806,621,937,680
19941003,168,732,557,658,721,303,754,338,107,66,818,520,718,358,244
19941004,143,286,758,972,781,803,916,593,958,560,860,367,695,86,598
19941005,701,72,107,794,846,885,588,393,47,297,911,613,242,1010,733
19941006,466,31,300,508,834,977,582,974,94,228,146,87,650,745,230
19941007,969,109,749,602,656,822,922,784,135,218,349,424,754,658,987
19941008,543,775,554,776,53,814,564,699,690,105,13,484,108,780,924
19941009,1016,746,962,510,964,936,736,370,185,359,621,200,192,832,94
19941010,690,822,23,206,313,357,498,430,987,40,584,874,156,201,44
19941011,639,870,473,430,810,648,768,164,932,701,385,216,257,743,333
19941012,829,768,554,97,716,768,889,799,256,1005,652,220,130,792,26
19941013,991,159,158,769,860,0,176,732,811,875,606,835,250,141,552
19941014,490,298,1008,297,580,847,117,138,26,570,277,1013,322,365,925
19941015,999,80,87,283,551,230,909,124,656,968,853,329,647,113,916
19941016,283,659,755,247,823,409,528,11,198,132,488,997,200,183,120
19941017,800,758,695,380,859,762,959,819,224,68,969,542,430,586,151
19941018,631,616,749,515,117,85,368,25,552,399,410,189,313,881,703
19941019,571,434,390,20,690,471,120,964,839,427,338,136,206,585,731
19941020,15,364,684,689,763,87,434,344,531,147,146,111,602,1022,692
19941021,28,387,37,957,663,308,78,628,128,232,970,732,33,996,764
19941022,760,368,709,775,447,663,139,485,805,214,996,16,594,883,277
19941023,954,869,411,19,131,540,981,501,770,313,767,716,578,823,180
19941024,567,127,93,28,324,204,884,200,850,415,184,197,766,201,87
19941025,992,1007,461,144,97,1004,249,40,387,271,409,633,180,688,493
19941026,54,830,190,775,613,959,428,25,218,55,572,132,1005,805,827
19941027,928,1013,227,954,224,128,91,121,34,997,932,856,858,901,842
19941028,600,433,867,362,850,785,129,498,983,770,603,783,992,470,140
19941029,757,747,720,571,732,650,238,133,54,785,734,766,936,1002,41
19941030,153,528,580,508,221,740,700,296,901,605,521,422,997,239,670
19941031,719,674,358,279,722,726,281,548,708,374,427,493,359,756,174
19941101,128,155,790,271,259,144,355,116,518,774,144,26,463,3,731
19941102,772,972,356,173,99,773,142,170,156,590,973,738,54,810,258
19941103,75,339,847,676,600,53,569,265,357,24,200,563,962,436,214
19941104,179,575,623,126,36,270,645,394,606,25,79,637,403,389,945
19941105,620,785,574,844,803,345,450,766,585,17,625,52,185,658,884
19941106,536,918,438,87,806,265,886,373,150,926,823,497,647,288,548
19941107,921,838,681,819,490,9,868,993,822,119,260,726,205,695,981
19941108,513,740,401,224,484,173,379,1015,422,534,168,890,1022,336,148
19941109,711,451,934,647,980,585,619,297,479,726,962,1006,511,236,0
19941110,183,231,358,576,749,769,608,946,887,855,605,392,894,748,32
19941111,502,642,192,527,200,761,698,456,98,934,32,418,880,31,288
19941112,516,299,947,152,785,968,464,410,78,452,161,354,909,144,780
19941113,285,27,720,112,1006,484,642,28,164,634,935,413,98,354,872
19941114,643,382,361,767,271,45,213,462,743,381,676,961,383,207,1003
19941115,1006,864,53,779,97,288,611,978,784,740,648,208,486,863,400
19941116,541,591,626,822,181,124,887,765,579,912,458,229,935,375,165
19941117,850,399,27,84,952,984,649,813,680,133,630,764,1015,680,488
19941118,558,159,475,712,545,841,42,79,51,551,853,15,180,174,395
19941119,829,179,1006,544,180,237,492,38,945,242,939,843,234,495,712
19941120,483,454,793,791,59,875,15,970,620,13,934,796,810,100,442
19941121,573,797,165,98,703,934,145,490,252,354,404,466,603,927,400
19941122,710,412,341,952,180,148,314,188,327,134,1012,287,39,770,85
19941123,425,801,578,803,944,472,994,17,816,907,725,746,106,668,976
19941124,351,939,854,41,416,956,685,368,620,441,379,268,704,939,223
19941125,68,883,845,499,710,457,184,245,770,705,328,815,589,878,383
19941126,195,723,971,690,784,719,648,434,865,998,312,951,561,436,571
19941127,203,423,586,253,639,595,66,740,339,932,689,958,501,642,639
19941128,254,625,938,457,226,95,621,104,818,744,244,963,564,111,826
19941129,841,75,176,721,272,299,699,277,72,299,44,184,635,442,169
19941130,602,250,781,236,482,264,744,473,675,99,922,799,432,462,351
19941201,82,803,67,30,333,804,816,104,993,548,265,513,288,756,125
19941202,2,482,526,743,109,405,315,764,382,430,756,846,999,486,181
19941203,589,338,120,137,147,160,121,716,703,695,357,1017,48,50,392
19941204,311,694,900,378,113,557,832,318,359,873,365,1023,16,236,194
19941205,190,562,685,270,723,923,765,116,12,590,627,948,192,757,268
19941206,847,218,161,49,107,404,664,478,440,878,356,976,366,56,505
19941207,915,610,627,680,902,567,279,433,883,877,83,754,32,729,574
19941208,198,489,824,388,54,702,15,637,777,587,6,648,411,18,540
19941209,297,382,567,879,542,927,717,132,300,556,539,168,727,512,135
19941210,339,566,487,742,578,511,103,21,286,684,216,728,800,237,649
19941211,397,786,29,204,835,943,957,215,181,751,566,413,355,504,649
19941212,401,562,220,861,311,904,521,182,364,286,39,295,766,945,367
19941213,536,634,494,984,423,559,911,818,872,807,345,50,377,789,519
19941214,516,900,622,423,814,570,903,322,327,154,719,92,735,865,330
19941215,799,23,1005,678,522,938,338,596,59,908,567,670,822,655,796
19941216,589,673,1015,230,451,634,399,568,999,911,421,597,892,277,1002
19941217,547,392,585,271,325,5,870,1020,305,880,325,668,238,140,539
19941218,154,346,376,490,690,798,630,456,838,45,665,975,322,462,520
19941219,745,283,765,6,160,801,1014,180,914,733,685,322,649,271,624
19941220,120,723,426,461,933,171,637,42,764,980,661,591,201,65,977
19941221,85,64,539,586,237,909,943,616,658,488,297,895,317,662,799
19941222,413,623,992,251,552,115,815,643,813,65,25,349,487,590,876
19941223,662,23,180,756,217,69,52,59,267,784,27,862,319,160,969
19941224,898,155,22,188,460,998,17,263,479,197,837,345,1015,916,650
19941225,368,579,689,862,202,166,142,822,1011,975,164,848,679,222,97
19941226,865,453,670,891,48,899,775,593,1016,1020,1011,178,160,30,275
19941227,660,127,541,493,421,952,437,20,33,986,498,1004,636,940,67
19941228,52,452,644,786,925,639,24,128,561,995,446,445,640,612,942
19941229,469,342,228,761,865,976,56,633,773,779,700,523,144,630,264
19941230,424,286,293,524,987,430,436,43,668,49,1003,730,742,961,856
19941231,382,264,590,357,916,1009,199,257,318,427,849,462,256,200,548
19950101,742,902,54,162,325,551,474,607,47,485,900,252,363,249,397
19950102,174,767,409,593,277,626,106,142,237,57,322,82,485,445,383
19950103,331,1014,952,745,904,104,657,784,582,792,540,264,189,738,96
19950104,543,503,309,510,163,176,560,62,540,62,1004,839,28,843,741
19950105,128,584,882,456,319,668,397,307,955,420,840,756,550,159,406
19950106,237,273,890,685,19,911,789,483,694,516,551,478,610,177,163
19950107,567,153,433,80,970,373,264,549,636,290,689,33,921,507,570
19950108,370,701,351,712,382,495,777,703,317,875,274,1010,604,1004,87
19950109,531,861,898,990,813,56,136,174,553,31,60,911,336,181,711
19950110,1013,720,241,277,724,759,454,765,679,536,458,19,763,877,20
19950111,842,33,871,304,967,647,384,667,555,701,749,895,538,65,144
19950112,512,508,620,139,817,428,70,830,674,854,315,608,75,113,321
19950113,122,451,913,759,650,575,22,195,177,73,538,287,388,102,573
19950114,45,354,172,846,633,192,743,378,921,252,26,30,156,266,760
19950115,304,911,830,489,772,430,536,731,596,4,569,636,408,460,772
19950116,459,781,675,505,3,622,968,129,595,917,238,209,956,956,420
19950117,353,43,919,313,570,181,844,610,514,13,936,332,485,888,141
19950118,348,443,875,817,844,581,575,957,889,671,170,100,679,607,790
19950119,821,745,294,40,646,588,373,771,656,989,174,571,264,864,522
19950120,39,1011,1001,825,927,143,397,331,226,588,122,62,903,542,336
19950121,300,564,699,9,682,748,608,478,788,1017,73,598,486,960,329
19950122,492,230,311,24,729,769,231,24,12,5,781,752,626,467,600
19950123,423,722,827,931,500,881,1008,970,347,928,234,595,11,87,307
19950124,132,828,48,26,125,183,988,638,332,55,749,564,754,716,946
19950125,460,910,931,132,326,937,787,888,6,589,640,996,349,848,647
19950126,560,617,135,906,116,588,1021,208,544,959,142,935,804,352,406
19950127,484,174,629,299,301,435,136,966,918,943,632,854,351,331,275
19950128,716,830,17,725,56,475,558,581,593,146,72,575,242,943,116
19950129,457,391,562,184,166,643,793,674,51,70,593,957,639,828,938
19950130,318,860,195,926,785,701,428,657,354,172,1022,432,467,441,570
19950131,540,353,709,145,936,1020,647,378,230,493,321,325,627,391,376
19950201,506,17,275,58,961,343,770,899,749,966,103,918,336,762,884
19950202,824,693,674,822,968,541,427,549,740,201,586,496,927,91,547
19950203,292,966,70,396,736,150,979,453,988,693,398,848,568,919,308
19950204,107,114,881,222,96,541,26,189,969,435,822,89,253,346,939
19950205,461,918,823,760,638,515,68,231,578,526,200,901,657,710,323
19950206,862,806,657,90,971,353,127,339,332,25,276,152,241,926,809
19950207,928,103,88,550,679,538,627,264,592,511,187,1022,846,310,541
19950208,20,143,559,232,333,528,398,793,460,1018,417,277,348,32,55
19950209,929,465,473,711,610,867,550,186,24,0,852,41,161,970,795
19950210,547,563,79,21,365,395,343,512,70,343,685,545,637,737,342
19950211,673,338,311,51,650,246,78,425,140,86,460,47,418,402,140
19950212,461,275,819,129,809,430,499,654,384,796,150,162,507,682,640
19950213,932,562,850,1004,960,586,876,1014,475,100,298,202,67,178,132
19950214,859,716,680,823,2,74,12,1005,212,275,718,504,928,779,371
19950215,730,43,717,505,637,639,432,125,885,882,979,120,560,293,401
19950216,885,28,67,366,939,983,219,30,930,644,195,600,820,312,1021
19950217,889,358,546,58,126,243,288,422,1001,797,964,529,286,316,976
19950218,160,301,885,608,913,870,215,600,191,333,807,207,796,1012,211
19950219,658,703,720,954,837,444,287,843,164,882,42,192,790,606,699
19950220,190,611,459,515,131,537,1,232,876,43,179,939,244,122,830
19950221,486,646,773,898,788,875,924,703,223,911,225,553,990,433,751
19950222,465,776,1012,121,700,870,532,997,267,804,542,560,177,858,84
19950223,284,881,651,363,189,539,369,787,85,872,322,390,726,902,979
19950224,513,624,603,457,287,625,601,371,739,436,501,995,723,190,87
19950225,80,116,65,254,318,592,365,86,212,146,892,965,730,388,595
19950226,575,73,30,327,341,832,266,85,824,397,892,738,282,124,260
19950227,701,101,28,658,199,52,616,63,712,315,800,190,621,723,848
19950228,450,893,4,310,216,270,34,873,173,918,636,256,395,131,861
19950301,725,635,685,24,580,814,15,999,974,429,931,594,803,91,105
19950302,244,842,111,940,892,273,191,668,767,231,453,850,347,312,508
19950303,435,905,632,1,640,317,49,487,759,464,481,612,454,342,305
19950304,625,850,193,149,957,477,361,795,709,585,561,927,839,966,208
19950305,736,553,1023,95,211,846,977,304,950,27,527,1009,23,447,180
19950306,631,476,230,861,84,25,531,505,401,399,757,605,410,72,523
19950307,464,126,295,4,471,282,388,303,96,602,234,698,3,270,576
19950308,930,1009,180,119,991,405,99,467,972,66,323,3,713,414,78
19950309,16,341,897,620,778,28,487,931,109,295,673,135,671,689,691
19950310,147,5,331,584,391,275,67,619,962,657,551,803,215,710,646
19950311,662,408,622,959,716,568,765,101,738,985,293,531,107,783,480
19950312,154,482,662,744,607,1020,948,376,368,239,54,674,577,373,11
19950313,981,389,575,237,18,588,7,639,635,851,717,683,968,865,681
19950314,826,67,737,380,886,929,199,974,252,439,677,454,217,3,892
19950315,235,475,903,662,256,384,447,484,42,250,844,340,644,243,477
19950316,648,951,74,842,789,902,19,479,164,325,431,570,276,728,781
19950317,791,441,669,43,985,944,79,303,610,625,177,56,739,100,410
19950318,816,545,925,347,465,940,842,144,1005,849,30,460,602,639,137
19950319,463,235,220,335,533,40,86,113,917,477,216,982,458,316,318
19950320,455,502,375,812,491,964,66,474,884,553,373,468,286,815,817
19950321,899,9,326,465,767,56,726,245,690,185,606,575,338,945,1012
19950322,131,118,974,492,480,878,931,527,772,284,111,434,446,665,379
19950323,377,875,690,709,893,952,309,293,238,783,726,973,411,338,984
19950324,686,143,102,547,139,181,931,868,600,761,848,457,739,408,507
19950325,245,485,679,288,573,27,38,6,492,779,699,609,875,868,141
19950326,74,201,736,2,886,421,696,404,608,239,599,370,128,205,545
19950327,881,362,171,690,564,3,731,556,757,190,172,366,470,954,258
19950328,289,626,394,1022,1006,988,134,390,852,981,462,216,618,423,525
19950329,406,242,283,289,693,817,153,762,194,570,457,974,187,334,670
19950330,896,965,339,386,159,820,339,968,147,556,410,178,932,98,320
19950331,889,782,491,515,262,747,520,480,935,357,256,967,919,102,669
19950401,695,779,537,57,205,512,775,161,345,87,792,480,1023,969,499
19950402,766,938,435,576,514,45,362,409,704,328,27,559,701,844,70
19950403,451,400,457,456,835,778,877,623,493,409,185,980,39,235,114
19950404,399,1014,526,980,444,944,30,636,465,984,833,3,316,509,370
19950405,984,210,426,702,143,4,790,682,294,375,848,207,854,429,617
19950406,0,879,910,220,603,161,226,303,833,479,103,866,602,256,10
19950407,614,884,201,407,307,787,198,280,950,183,1002,385,866,937,802
19950408,402,820,792,115,476,516,471,21,497,1020,190,977,622,555,432
19950409,886,944,991,638,267,546,922,376,720,36,352,120,485,198,902
19950410,67,726,891,246,383,893,86,688,529,571,910,915,730,156,418
19950411,673,202,837,619,802,348,648,437,788,482,487,223,166,837,782
19950412,846,821,834,345,497,878,993,789,492,642,725,468,518,704,785
19950413,760,612,62,79,792,341,805,490,189,1004,655,112,46,514,866
19950414,395,376,971,254,346,204,520,340,485,674,930,561,813,893,965
19950415,183,86,488,649,780,471,613,168,40,168,37,220,103,833,473
19950416,802,723,364,990,236,632,628,1022,479,533,1003,919,953,104,883
19950417,339,380,858,639,879,313,22,89,78,934,962,861,573,1007,372
